"response_id","mobility_difficulty","rating"
"GEN24_1046687","Remembering or concentrating","4 - No difficulty"
"GEN24_1046687","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046687","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046691","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046691","Remembering or concentrating","4 - No difficulty"
"GEN24_1046691","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046691","Walking or climbing stairs","2 - A lot of difficulty"
"GEN24_1046692","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046692","Remembering or concentrating","4 - No difficulty"
"GEN24_1046692","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046692","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046704","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046704","Remembering or concentrating","4 - No difficulty"
"GEN24_1046704","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046704","Walking or climbing stairs","3 - Some difficulty"
"GEN24_1046708","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046708","Remembering or concentrating","4 - No difficulty"
"GEN24_1046708","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046708","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046713","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046713","Remembering or concentrating","2 - A lot of difficulty"
"GEN24_1046713","Seeing, even when wearing glasses","3 - Some difficulty"
"GEN24_1046713","Walking or climbing stairs","3 - Some difficulty"
"GEN24_1046715","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046715","Remembering or concentrating","4 - No difficulty"
"GEN24_1046715","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046715","Walking or climbing stairs","3 - Some difficulty"
"GEN24_1046725","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046725","Remembering or concentrating","4 - No difficulty"
"GEN24_1046725","Seeing, even when wearing glasses","3 - Some difficulty"
"GEN24_1046725","Walking or climbing stairs","3 - Some difficulty"
"GEN24_1046735","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046735","Remembering or concentrating","4 - No difficulty"
"GEN24_1046735","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046735","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046740","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046740","Remembering or concentrating","4 - No difficulty"
"GEN24_1046740","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046740","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046743","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046743","Remembering or concentrating","4 - No difficulty"
"GEN24_1046743","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046743","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046746","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046746","Remembering or concentrating","4 - No difficulty"
"GEN24_1046746","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046746","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046749","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046749","Remembering or concentrating","4 - No difficulty"
"GEN24_1046749","Seeing, even when wearing glasses","3 - Some difficulty"
"GEN24_1046749","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046752","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046752","Remembering or concentrating","3 - Some difficulty"
"GEN24_1046752","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046752","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046753","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046753","Remembering or concentrating","4 - No difficulty"
"GEN24_1046753","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046753","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046754","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046754","Remembering or concentrating","4 - No difficulty"
"GEN24_1046754","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046754","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046757","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046757","Remembering or concentrating","3 - Some difficulty"
"GEN24_1046757","Seeing, even when wearing glasses","3 - Some difficulty"
"GEN24_1046757","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046761","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046761","Remembering or concentrating","4 - No difficulty"
"GEN24_1046761","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046761","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046762","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046762","Remembering or concentrating","4 - No difficulty"
"GEN24_1046762","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046762","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046767","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046767","Remembering or concentrating","4 - No difficulty"
"GEN24_1046767","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046767","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046769","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046769","Remembering or concentrating","4 - No difficulty"
"GEN24_1046769","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046769","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046775","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046775","Remembering or concentrating","4 - No difficulty"
"GEN24_1046775","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046775","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046779","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046779","Remembering or concentrating","4 - No difficulty"
"GEN24_1046779","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046779","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046787","Hearing, even if using a hearing device","Prefer not to say"
"GEN24_1046787","Remembering or concentrating","Prefer not to say"
"GEN24_1046787","Seeing, even when wearing glasses","Prefer not to say"
"GEN24_1046787","Walking or climbing stairs","Prefer not to say"
"GEN24_1046791","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046791","Remembering or concentrating","4 - No difficulty"
"GEN24_1046791","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046791","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046793","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046793","Remembering or concentrating","4 - No difficulty"
"GEN24_1046793","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046793","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046796","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046796","Remembering or concentrating","4 - No difficulty"
"GEN24_1046796","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046796","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046797","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046797","Remembering or concentrating","4 - No difficulty"
"GEN24_1046797","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046797","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046798","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046798","Remembering or concentrating","4 - No difficulty"
"GEN24_1046798","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046798","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046800","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046800","Remembering or concentrating","4 - No difficulty"
"GEN24_1046800","Seeing, even when wearing glasses","3 - Some difficulty"
"GEN24_1046800","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046802","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046802","Remembering or concentrating","4 - No difficulty"
"GEN24_1046802","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046802","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046804","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046804","Remembering or concentrating","4 - No difficulty"
"GEN24_1046804","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046804","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046818","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046818","Remembering or concentrating","4 - No difficulty"
"GEN24_1046818","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046818","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046839","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046839","Remembering or concentrating","4 - No difficulty"
"GEN24_1046839","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046839","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046841","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046841","Remembering or concentrating","4 - No difficulty"
"GEN24_1046841","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046841","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046842","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046842","Remembering or concentrating","4 - No difficulty"
"GEN24_1046842","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046842","Walking or climbing stairs","3 - Some difficulty"
"GEN24_1046843","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046843","Remembering or concentrating","4 - No difficulty"
"GEN24_1046843","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046843","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046844","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046844","Remembering or concentrating","4 - No difficulty"
"GEN24_1046844","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046844","Walking or climbing stairs","3 - Some difficulty"
"GEN24_1046850","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046850","Remembering or concentrating","4 - No difficulty"
"GEN24_1046850","Seeing, even when wearing glasses","3 - Some difficulty"
"GEN24_1046850","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046872","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046872","Remembering or concentrating","4 - No difficulty"
"GEN24_1046872","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046872","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046874","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046874","Remembering or concentrating","4 - No difficulty"
"GEN24_1046874","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046874","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046889","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046889","Remembering or concentrating","4 - No difficulty"
"GEN24_1046889","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046889","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046900","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046900","Remembering or concentrating","4 - No difficulty"
"GEN24_1046900","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046900","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046902","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046902","Remembering or concentrating","4 - No difficulty"
"GEN24_1046902","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046902","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046909","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046909","Remembering or concentrating","4 - No difficulty"
"GEN24_1046909","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046909","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046913","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046913","Remembering or concentrating","4 - No difficulty"
"GEN24_1046913","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046913","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046923","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046923","Remembering or concentrating","4 - No difficulty"
"GEN24_1046923","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046923","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046926","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046926","Remembering or concentrating","4 - No difficulty"
"GEN24_1046926","Seeing, even when wearing glasses","3 - Some difficulty"
"GEN24_1046926","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046928","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046928","Remembering or concentrating","4 - No difficulty"
"GEN24_1046928","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046928","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046930","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046930","Remembering or concentrating","4 - No difficulty"
"GEN24_1046930","Seeing, even when wearing glasses","3 - Some difficulty"
"GEN24_1046930","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046938","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046938","Remembering or concentrating","4 - No difficulty"
"GEN24_1046938","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046938","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046942","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046942","Remembering or concentrating","3 - Some difficulty"
"GEN24_1046942","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046942","Walking or climbing stairs","2 - A lot of difficulty"
"GEN24_1046954","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046954","Remembering or concentrating","4 - No difficulty"
"GEN24_1046954","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046954","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046957","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046957","Remembering or concentrating","4 - No difficulty"
"GEN24_1046957","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046957","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046960","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046960","Remembering or concentrating","4 - No difficulty"
"GEN24_1046960","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046960","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046961","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046961","Remembering or concentrating","4 - No difficulty"
"GEN24_1046961","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046961","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046965","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046965","Remembering or concentrating","4 - No difficulty"
"GEN24_1046965","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046965","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046972","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046972","Remembering or concentrating","4 - No difficulty"
"GEN24_1046972","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046972","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046974","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046974","Remembering or concentrating","4 - No difficulty"
"GEN24_1046974","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046974","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046976","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046976","Remembering or concentrating","4 - No difficulty"
"GEN24_1046976","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046976","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046978","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046978","Remembering or concentrating","3 - Some difficulty"
"GEN24_1046978","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046978","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046980","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046980","Remembering or concentrating","4 - No difficulty"
"GEN24_1046980","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046980","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046981","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046981","Remembering or concentrating","4 - No difficulty"
"GEN24_1046981","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046981","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046985","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046985","Remembering or concentrating","4 - No difficulty"
"GEN24_1046985","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046985","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046986","Hearing, even if using a hearing device","2 - A lot of difficulty"
"GEN24_1046986","Remembering or concentrating","4 - No difficulty"
"GEN24_1046986","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046986","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046988","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046988","Remembering or concentrating","4 - No difficulty"
"GEN24_1046988","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046988","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046992","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046992","Remembering or concentrating","4 - No difficulty"
"GEN24_1046992","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046992","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046994","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046994","Remembering or concentrating","4 - No difficulty"
"GEN24_1046994","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046994","Walking or climbing stairs","4 - No difficulty"
"GEN24_1046999","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1046999","Remembering or concentrating","4 - No difficulty"
"GEN24_1046999","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1046999","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047000","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047000","Remembering or concentrating","4 - No difficulty"
"GEN24_1047000","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047000","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047009","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047009","Remembering or concentrating","3 - Some difficulty"
"GEN24_1047009","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047009","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047014","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047014","Remembering or concentrating","4 - No difficulty"
"GEN24_1047014","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047014","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047019","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047019","Remembering or concentrating","4 - No difficulty"
"GEN24_1047019","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047019","Walking or climbing stairs","3 - Some difficulty"
"GEN24_1047023","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047023","Remembering or concentrating","4 - No difficulty"
"GEN24_1047023","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047023","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047026","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047026","Remembering or concentrating","4 - No difficulty"
"GEN24_1047026","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047026","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047037","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047037","Remembering or concentrating","4 - No difficulty"
"GEN24_1047037","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047037","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047039","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047039","Remembering or concentrating","3 - Some difficulty"
"GEN24_1047039","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047039","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047042","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047042","Remembering or concentrating","4 - No difficulty"
"GEN24_1047042","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047042","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047047","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047047","Remembering or concentrating","4 - No difficulty"
"GEN24_1047047","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047047","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047048","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047048","Remembering or concentrating","4 - No difficulty"
"GEN24_1047048","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047048","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047049","Hearing, even if using a hearing device","3 - Some difficulty"
"GEN24_1047049","Remembering or concentrating","4 - No difficulty"
"GEN24_1047049","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047049","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047050","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047050","Remembering or concentrating","4 - No difficulty"
"GEN24_1047050","Seeing, even when wearing glasses","3 - Some difficulty"
"GEN24_1047050","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047060","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047060","Remembering or concentrating","4 - No difficulty"
"GEN24_1047060","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047060","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047061","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047061","Remembering or concentrating","4 - No difficulty"
"GEN24_1047061","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047061","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047063","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047063","Remembering or concentrating","4 - No difficulty"
"GEN24_1047063","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047063","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047065","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047065","Remembering or concentrating","4 - No difficulty"
"GEN24_1047065","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047065","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047071","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047071","Remembering or concentrating","4 - No difficulty"
"GEN24_1047071","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047071","Walking or climbing stairs","3 - Some difficulty"
"GEN24_1047072","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047072","Remembering or concentrating","3 - Some difficulty"
"GEN24_1047072","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047072","Walking or climbing stairs","3 - Some difficulty"
"GEN24_1047074","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047074","Remembering or concentrating","4 - No difficulty"
"GEN24_1047074","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047074","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047076","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047076","Remembering or concentrating","4 - No difficulty"
"GEN24_1047076","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047076","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047078","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047078","Remembering or concentrating","4 - No difficulty"
"GEN24_1047078","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047078","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047080","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047080","Remembering or concentrating","4 - No difficulty"
"GEN24_1047080","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047080","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047083","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047083","Remembering or concentrating","4 - No difficulty"
"GEN24_1047083","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047083","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047092","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047092","Remembering or concentrating","4 - No difficulty"
"GEN24_1047092","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047092","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047094","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047094","Remembering or concentrating","4 - No difficulty"
"GEN24_1047094","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047094","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047101","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047101","Remembering or concentrating","4 - No difficulty"
"GEN24_1047101","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047101","Walking or climbing stairs","3 - Some difficulty"
"GEN24_1047108","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047108","Remembering or concentrating","4 - No difficulty"
"GEN24_1047108","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047108","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047118","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047118","Remembering or concentrating","4 - No difficulty"
"GEN24_1047118","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047118","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047131","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047131","Remembering or concentrating","4 - No difficulty"
"GEN24_1047131","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047131","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047134","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047134","Remembering or concentrating","4 - No difficulty"
"GEN24_1047134","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047134","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047136","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047136","Remembering or concentrating","3 - Some difficulty"
"GEN24_1047136","Seeing, even when wearing glasses","3 - Some difficulty"
"GEN24_1047136","Walking or climbing stairs","3 - Some difficulty"
"GEN24_1047141","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047141","Remembering or concentrating","4 - No difficulty"
"GEN24_1047141","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047141","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047143","Hearing, even if using a hearing device","Prefer not to say"
"GEN24_1047143","Remembering or concentrating","Prefer not to say"
"GEN24_1047143","Seeing, even when wearing glasses","Prefer not to say"
"GEN24_1047143","Walking or climbing stairs","Prefer not to say"
"GEN24_1047144","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047144","Remembering or concentrating","4 - No difficulty"
"GEN24_1047144","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047144","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047147","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047147","Remembering or concentrating","4 - No difficulty"
"GEN24_1047147","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047147","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047152","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047152","Remembering or concentrating","4 - No difficulty"
"GEN24_1047152","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047152","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047156","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047156","Remembering or concentrating","4 - No difficulty"
"GEN24_1047156","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047156","Walking or climbing stairs","4 - No difficulty"
"GEN24_1047158","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1047158","Remembering or concentrating","4 - No difficulty"
"GEN24_1047158","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1047158","Walking or climbing stairs","3 - Some difficulty"
"GEN24_1047163","Hearing, even if using a hearing device","4 - No difficulty"
