"response_id","covid_restrictions_rating","covidclean_consideration"
"GEN24_1041672","1 - Not at all","1 - Never"
"GEN24_1041675","1 - Not at all","1 - Never"
"GEN24_1041678","1 - Not at all","1 - Never"
"GEN24_1041681","1 - Not at all","1 - Never"
"GEN24_1041682","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1041689","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1041691","1 - Not at all","1 - Never"
"GEN24_1041693","1 - Not at all","Not sure"
"GEN24_1041703","1 - Not at all","1 - Never"
"GEN24_1041706","1 - Not at all","1 - Never"
"GEN24_1041711","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1041712","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1041716","1 - Not at all","1 - Never"
"GEN24_1041728","1 - Not at all","1 - Never"
"GEN24_1041738","1 - Not at all","1 - Never"
"GEN24_1041741","Don't know","2 - Sometimes"
"GEN24_1041745","1 - Not at all","1 - Never"
"GEN24_1041755","1 - Not at all","1 - Never"
"GEN24_1041760","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1041761","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1041766","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1041768","1 - Not at all","1 - Never"
"GEN24_1041770","2 - Not very","3 - Most of the time"
"GEN24_1041775","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1041780","3 - Fairly","2 - Sometimes"
"GEN24_1041791","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1041807","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1041812","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1041815","2 - Not very","2 - Sometimes"
"GEN24_1041821","1 - Not at all","1 - Never"
"GEN24_1041822","1 - Not at all","1 - Never"
"GEN24_1041824","4 - Very","4 - Always"
"GEN24_1041825","1 - Not at all","1 - Never"
"GEN24_1041830","3 - Fairly","Not sure"
"GEN24_1041831","1 - Not at all","1 - Never"
"GEN24_1041834","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1041836","1 - Not at all","1 - Never"
"GEN24_1041844","1 - Not at all","1 - Never"
"GEN24_1041848","1 - Not at all","1 - Never"
"GEN24_1041851","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1041868","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1041870","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1041871","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1041879","1 - Not at all","3 - Most of the time"
"GEN24_1041881","1 - Not at all","1 - Never"
"GEN24_1041894","1 - Not at all","1 - Never"
"GEN24_1041904","1 - Not at all","1 - Never"
"GEN24_1041906","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1041907","1 - Not at all","1 - Never"
"GEN24_1041908","1 - Not at all","1 - Never"
"GEN24_1041909","1 - Not at all","1 - Never"
"GEN24_1041910","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1041911","1 - Not at all","1 - Never"
"GEN24_1041913","1 - Not at all","1 - Never"
"GEN24_1041916","1 - Not at all","1 - Never"
"GEN24_1041918","1 - Not at all","2 - Sometimes"
"GEN24_1041925","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1041928","1 - Not at all","1 - Never"
"GEN24_1041942","1 - Not at all","Not sure"
"GEN24_1041948","1 - Not at all","3 - Most of the time"
"GEN24_1041952","1 - Not at all","1 - Never"
"GEN24_1041953","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1041959","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1041962","1 - Not at all","1 - Never"
"GEN24_1041964","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1041965","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1041970","2 - Not very","4 - Always"
"GEN24_1041971","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1041987","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1041989","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1041990","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042004","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042009","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042011","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042016","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042024","1 - Not at all","3 - Most of the time"
"GEN24_1042025","1 - Not at all","1 - Never"
"GEN24_1042026","1 - Not at all","1 - Never"
"GEN24_1042029","4 - Very","3 - Most of the time"
"GEN24_1042044","4 - Very","3 - Most of the time"
"GEN24_1042050","1 - Not at all","1 - Never"
"GEN24_1042055","1 - Not at all","Not sure"
"GEN24_1042071","4 - Very","3 - Most of the time"
"GEN24_1042092","1 - Not at all","Not sure"
"GEN24_1042094","1 - Not at all","1 - Never"
"GEN24_1042095","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042099","1 - Not at all","1 - Never"
"GEN24_1042103","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042107","2 - Not very","1 - Never"
"GEN24_1042109","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042111","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1042116","1 - Not at all","1 - Never"
"GEN24_1042120","1 - Not at all","3 - Most of the time"
"GEN24_1042122","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042124","1 - Not at all","3 - Most of the time"
"GEN24_1042130","1 - Not at all","1 - Never"
"GEN24_1042135","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1042138","1 - Not at all","1 - Never"
"GEN24_1042142","4 - Very","1 - Never"
"GEN24_1042148","1 - Not at all","1 - Never"
"GEN24_1042153","1 - Not at all","1 - Never"
"GEN24_1042158","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1042170","4 - Very","3 - Most of the time"
"GEN24_1042191","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042193","1 - Not at all","1 - Never"
"GEN24_1042196","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1042198","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1042200","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042201","2 - Not very","2 - Sometimes"
"GEN24_1042202","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042207","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042210","1 - Not at all","1 - Never"
"GEN24_1042214","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042234","1 - Not at all","Not sure"
"GEN24_1042246","1 - Not at all","1 - Never"
"GEN24_1042247","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042276","1 - Not at all","1 - Never"
"GEN24_1042277","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042285","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1042299","1 - Not at all","1 - Never"
"GEN24_1042301","1 - Not at all","1 - Never"
"GEN24_1042309","2 - Not very","2 - Sometimes"
"GEN24_1042312","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042316","1 - Not at all","1 - Never"
"GEN24_1042319","1 - Not at all","1 - Never"
"GEN24_1042330","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042341","1 - Not at all","1 - Never"
"GEN24_1042345","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042350","1 - Not at all","1 - Never"
"GEN24_1042361","1 - Not at all","Not sure"
"GEN24_1042362","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042368","1 - Not at all","Not sure"
"GEN24_1042383","1 - Not at all","1 - Never"
"GEN24_1042390","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1042391","1 - Not at all","1 - Never"
"GEN24_1042404","1 - Not at all","1 - Never"
"GEN24_1042406","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042410","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042414","1 - Not at all","1 - Never"
"GEN24_1042420","1 - Not at all","1 - Never"
"GEN24_1042426","1 - Not at all","1 - Never"
"GEN24_1042432","1 - Not at all","1 - Never"
"GEN24_1042439","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042441","1 - Not at all","1 - Never"
"GEN24_1042448","3 - Fairly","Not sure"
"GEN24_1042449","1 - Not at all","1 - Never"
"GEN24_1042462","1 - Not at all","Not sure"
"GEN24_1042465","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042481","1 - Not at all","2 - Sometimes"
"GEN24_1042483","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042492","1 - Not at all","1 - Never"
"GEN24_1042493","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1042500","1 - Not at all","1 - Never"
"GEN24_1042505","Don't know","1 - Never"
"GEN24_1042514","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042531","1 - Not at all","1 - Never"
"GEN24_1042533","1 - Not at all","1 - Never"
"GEN24_1042537","2 - Not very","Not sure"
"GEN24_1042541","1 - Not at all","1 - Never"
"GEN24_1042542","1 - Not at all","2 - Sometimes"
"GEN24_1042556","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042557","1 - Not at all","1 - Never"
"GEN24_1042561","2 - Not very","1 - Never"
"GEN24_1042562","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042570","1 - Not at all","1 - Never"
"GEN24_1042574","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042578","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042610","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042617","1 - Not at all","2 - Sometimes"
"GEN24_1042618","1 - Not at all","3 - Most of the time"
"GEN24_1042624","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042638","1 - Not at all","1 - Never"
"GEN24_1042642","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042645","1 - Not at all","1 - Never"
"GEN24_1042648","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042649","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042655","2 - Not very","1 - Never"
"GEN24_1042659","1 - Not at all","1 - Never"
"GEN24_1042665","1 - Not at all","1 - Never"
"GEN24_1042672","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042674","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042681","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042686","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042688","2 - Not very","1 - Never"
"GEN24_1042708","1 - Not at all","1 - Never"
"GEN24_1042717","1 - Not at all","1 - Never"
"GEN24_1042721","1 - Not at all","1 - Never"
"GEN24_1042723","1 - Not at all","Not sure"
"GEN24_1042732","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042735","4 - Very","1 - Never"
"GEN24_1042767","1 - Not at all","1 - Never"
"GEN24_1042775","4 - Very","2 - Sometimes"
"GEN24_1042785","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1042790","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042791","1 - Not at all","1 - Never"
"GEN24_1042792","1 - Not at all","1 - Never"
"GEN24_1042800","1 - Not at all","1 - Never"
"GEN24_1042812","1 - Not at all","1 - Never"
"GEN24_1042820","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042825","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042828","1 - Not at all","2 - Sometimes"
"GEN24_1042838","1 - Not at all","1 - Never"
"GEN24_1042842","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042850","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042854","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042855","1 - Not at all","3 - Most of the time"
"GEN24_1042859","1 - Not at all","2 - Sometimes"
"GEN24_1042867","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042878","1 - Not at all","3 - Most of the time"
"GEN24_1042879","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042884","1 - Not at all","1 - Never"
"GEN24_1042893","1 - Not at all","1 - Never"
"GEN24_1042897","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042908","1 - Not at all","1 - Never"
"GEN24_1042909","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042911","1 - Not at all","1 - Never"
"GEN24_1042921","1 - Not at all","1 - Never"
"GEN24_1042924","1 - Not at all","3 - Most of the time"
"GEN24_1042928","1 - Not at all","1 - Never"
"GEN24_1042932","1 - Not at all","1 - Never"
"GEN24_1042933","2 - Not very","1 - Never"
"GEN24_1042935","1 - Not at all","1 - Never"
"GEN24_1042936","1 - Not at all","1 - Never"
"GEN24_1042943","3 - Fairly","4 - Always"
"GEN24_1042961","2 - Not very","Not sure"
"GEN24_1042970","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1042985","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1042995","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1042996","1 - Not at all","1 - Never"
"GEN24_1043012","1 - Not at all","1 - Never"
"GEN24_1043026","1 - Not at all","1 - Never"
"GEN24_1043029","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043039","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043044","1 - Not at all","2 - Sometimes"
"GEN24_1043045","1 - Not at all","1 - Never"
"GEN24_1043047","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043057","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043058","1 - Not at all","1 - Never"
"GEN24_1043064","1 - Not at all","1 - Never"
"GEN24_1043065","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043071","1 - Not at all","1 - Never"
"GEN24_1043073","3 - Fairly","Not sure"
"GEN24_1043082","2 - Not very","2 - Sometimes"
"GEN24_1043085","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043090","1 - Not at all","1 - Never"
"GEN24_1043091","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043092","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1043103","1 - Not at all","1 - Never"
"GEN24_1043107","1 - Not at all","2 - Sometimes"
"GEN24_1043109","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1043112","1 - Not at all","1 - Never"
"GEN24_1043115","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043130","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1043131","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043134","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043136","1 - Not at all","1 - Never"
"GEN24_1043137","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043139","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043146","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1043149","1 - Not at all","1 - Never"
"GEN24_1043156","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043168","1 - Not at all","1 - Never"
"GEN24_1043171","4 - Very","2 - Sometimes"
"GEN24_1043174","1 - Not at all","1 - Never"
"GEN24_1043176","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1043182","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043183","1 - Not at all","1 - Never"
"GEN24_1043184","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043189","2 - Not very","1 - Never"
"GEN24_1043195","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1043209","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043212","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043213","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043225","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043233","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043234","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043236","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043237","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043238","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043239","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043245","1 - Not at all","1 - Never"
"GEN24_1043246","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043274","1 - Not at all","Not sure"
"GEN24_1043280","1 - Not at all","1 - Never"
"GEN24_1043282","Don't know","1 - Never"
"GEN24_1043286","1 - Not at all","1 - Never"
"GEN24_1043288","1 - Not at all","1 - Never"
"GEN24_1043297","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043304","1 - Not at all","1 - Never"
"GEN24_1043305","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1043307","4 - Very","Not sure"
"GEN24_1043308","1 - Not at all","1 - Never"
"GEN24_1043315","1 - Not at all","1 - Never"
"GEN24_1043317","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043330","Don't know","Not sure"
"GEN24_1043332","1 - Not at all","1 - Never"
"GEN24_1043334","1 - Not at all","1 - Never"
"GEN24_1043347","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043349","1 - Not at all","1 - Never"
"GEN24_1043350","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043361","1 - Not at all","Not sure"
"GEN24_1043367","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1043368","1 - Not at all","2 - Sometimes"
"GEN24_1043372","Don't know","Not sure"
"GEN24_1043377","1 - Not at all","Not sure"
"GEN24_1043378","1 - Not at all","2 - Sometimes"
"GEN24_1043383","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1043387","1 - Not at all","1 - Never"
"GEN24_1043398","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1043401","1 - Not at all","1 - Never"
"GEN24_1043403","1 - Not at all","2 - Sometimes"
"GEN24_1043405","1 - Not at all","1 - Never"
"GEN24_1043412","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043421","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043424","1 - Not at all","2 - Sometimes"
"GEN24_1043432","1 - Not at all","1 - Never"
"GEN24_1043433","1 - Not at all","1 - Never"
"GEN24_1043442","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043444","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1043452","1 - Not at all","2 - Sometimes"
"GEN24_1043454","1 - Not at all","1 - Never"
"GEN24_1043470","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043472","Don't know","1 - Never"
"GEN24_1043481","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043482","1 - Not at all","1 - Never"
"GEN24_1043484","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1043487","1 - Not at all","1 - Never"
"GEN24_1043494","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043504","1 - Not at all","1 - Never"
"GEN24_1043505","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1043513","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1043514","1 - Not at all","2 - Sometimes"
"GEN24_1043515","1 - Not at all","1 - Never"
"GEN24_1043527","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043530","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043531","1 - Not at all","1 - Never"
"GEN24_1043535","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1043536","1 - Not at all","1 - Never"
"GEN24_1043537","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043538","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043548","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043551","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043559","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043562","1 - Not at all","2 - Sometimes"
"GEN24_1043563","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043567","1 - Not at all","1 - Never"
"GEN24_1043576","1 - Not at all","1 - Never"
"GEN24_1043578","3 - Fairly","2 - Sometimes"
"GEN24_1043592","1 - Not at all","Not sure"
"GEN24_1043595","1 - Not at all","1 - Never"
"GEN24_1043597","1 - Not at all","3 - Most of the time"
"GEN24_1043608","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043632","1 - Not at all","1 - Never"
"GEN24_1043652","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043658","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043672","1 - Not at all","1 - Never"
"GEN24_1043677","1 - Not at all","1 - Never"
"GEN24_1043686","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043692","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043697","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043707","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043708","1 - Not at all","1 - Never"
"GEN24_1043712","2 - Not very","1 - Never"
"GEN24_1043731","1 - Not at all","1 - Never"
"GEN24_1043738","1 - Not at all","1 - Never"
"GEN24_1043747","1 - Not at all","1 - Never"
"GEN24_1043752","1 - Not at all","Not sure"
"GEN24_1043757","1 - Not at all","1 - Never"
"GEN24_1043763","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043767","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043769","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1043770","1 - Not at all","1 - Never"
"GEN24_1043771","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043772","1 - Not at all","1 - Never"
"GEN24_1043773","1 - Not at all","1 - Never"
"GEN24_1043777","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043782","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043788","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043793","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1043794","Don't know","1 - Never"
"GEN24_1043797","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043803","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043807","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1043821","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043827","1 - Not at all","3 - Most of the time"
"GEN24_1043831","1 - Not at all","1 - Never"
"GEN24_1043838","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043841","1 - Not at all","1 - Never"
"GEN24_1043886","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1043900","4 - Very","2 - Sometimes"
"GEN24_1043924","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1043938","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1043941","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1043942","1 - Not at all","1 - Never"
"GEN24_1043982","1 - Not at all","1 - Never"
"GEN24_1043985","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043995","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1043997","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1043998","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1044002","1 - Not at all","1 - Never"
"GEN24_1044004","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044005","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044006","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044007","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044016","1 - Not at all","1 - Never"
"GEN24_1044017","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1044018","1 - Not at all","2 - Sometimes"
"GEN24_1044019","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044020","1 - Not at all","3 - Most of the time"
"GEN24_1044021","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044022","1 - Not at all","1 - Never"
"GEN24_1044024","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044027","3 - Fairly","3 - Most of the time"
"GEN24_1044029","1 - Not at all","2 - Sometimes"
"GEN24_1044032","1 - Not at all","1 - Never"
"GEN24_1044033","1 - Not at all","4 - Always"
"GEN24_1044035","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044036","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044040","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044043","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044046","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044047","2 - Not very","2 - Sometimes"
"GEN24_1044048","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044050","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1044051","1 - Not at all","1 - Never"
"GEN24_1044062","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044067","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044073","2 - Not very","1 - Never"
"GEN24_1044076","1 - Not at all","2 - Sometimes"
"GEN24_1044079","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044080","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044098","1 - Not at all","1 - Never"
"GEN24_1044099","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044100","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1044107","1 - Not at all","1 - Never"
"GEN24_1044111","2 - Not very","1 - Never"
"GEN24_1044117","1 - Not at all","1 - Never"
"GEN24_1044120","3 - Fairly","3 - Most of the time"
"GEN24_1044128","3 - Fairly","2 - Sometimes"
"GEN24_1044131","1 - Not at all","1 - Never"
"GEN24_1044132","1 - Not at all","1 - Never"
"GEN24_1044137","1 - Not at all","1 - Never"
"GEN24_1044143","1 - Not at all","1 - Never"
"GEN24_1044149","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1044152","1 - Not at all","1 - Never"
"GEN24_1044167","1 - Not at all","1 - Never"
"GEN24_1044168","1 - Not at all","1 - Never"
"GEN24_1044171","1 - Not at all","1 - Never"
"GEN24_1044174","1 - Not at all","1 - Never"
"GEN24_1044179","1 - Not at all","1 - Never"
"GEN24_1044186","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044190","1 - Not at all","1 - Never"
"GEN24_1044191","1 - Not at all","1 - Never"
"GEN24_1044194","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1044198","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044203","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044205","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044216","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044226","1 - Not at all","1 - Never"
"GEN24_1044232","1 - Not at all","Not sure"
"GEN24_1044235","1 - Not at all","1 - Never"
"GEN24_1044242","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044248","1 - Not at all","1 - Never"
"GEN24_1044252","1 - Not at all","2 - Sometimes"
"GEN24_1044254","3 - Fairly","1 - Never"
"GEN24_1044266","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044270","1 - Not at all","Haven't heard of COVIDCLEAN"
