"response_id","drive_yourself","driving_information"
"GEN24_1039565","Yes","I did not receive any information"
"GEN24_1039566","No",NA
"GEN24_1039573","Yes","Before arriving in New Zealand"
"GEN24_1039573","Yes","While in New Zealand"
"GEN24_1039581","Yes","I did not receive any information"
"GEN24_1039604","Yes","While in New Zealand"
"GEN24_1039622","Yes","Before arriving in New Zealand"
"GEN24_1039633","Yes","I did not receive any information"
"GEN24_1039643","Yes","Before arriving in New Zealand"
"GEN24_1039650","Yes","I did not receive any information"
"GEN24_1039653","Yes","I did not receive any information"
"GEN24_1039661","No",NA
"GEN24_1039666","Yes","Before arriving in New Zealand"
"GEN24_1039669","Yes","Before arriving in New Zealand"
"GEN24_1039670","Yes","Before arriving in New Zealand"
"GEN24_1039671","Yes","I did not receive any information"
"GEN24_1039677","No",NA
"GEN24_1039684","Yes","I did not receive any information"
"GEN24_1039685","No",NA
"GEN24_1039699","No",NA
"GEN24_1039701","Yes","Before arriving in New Zealand"
"GEN24_1039701","Yes","While in New Zealand"
"GEN24_1039702","Yes","Before arriving in New Zealand"
"GEN24_1039719","Yes","I did not receive any information"
"GEN24_1039724","No",NA
"GEN24_1039731","Yes","Before arriving in New Zealand"
"GEN24_1039731","Yes","While in New Zealand"
"GEN24_1039738","Yes","Before arriving in New Zealand"
"GEN24_1039741","No",NA
"GEN24_1039744","Yes","I did not receive any information"
"GEN24_1039746","Yes","Before arriving in New Zealand"
"GEN24_1039757","No",NA
"GEN24_1039792","Yes","While in New Zealand"
"GEN24_1039794","Yes","Before arriving in New Zealand"
"GEN24_1039794","Yes","While in New Zealand"
"GEN24_1039807","No",NA
"GEN24_1039819","Yes","I did not receive any information"
"GEN24_1039820","Yes","Before arriving in New Zealand"
"GEN24_1039827","Yes","Before arriving in New Zealand"
"GEN24_1039836","Yes","Before arriving in New Zealand"
"GEN24_1039837","Yes","I did not receive any information"
"GEN24_1039842","Yes","I did not receive any information"
"GEN24_1039853","Yes","Before arriving in New Zealand"
"GEN24_1039853","Yes","While in New Zealand"
"GEN24_1039855","Yes","Before arriving in New Zealand"
"GEN24_1039855","Yes","While in New Zealand"
"GEN24_1039856","Yes","While in New Zealand"
"GEN24_1039857","No",NA
"GEN24_1039873","No",NA
"GEN24_1039877","No",NA
"GEN24_1039906","Yes","Before arriving in New Zealand"
"GEN24_1039919","Yes","Before arriving in New Zealand"
"GEN24_1039933","Yes","I did not receive any information"
"GEN24_1039939","Yes","Before arriving in New Zealand"
"GEN24_1039940","No",NA
"GEN24_1039950","No",NA
"GEN24_1039956","Yes","Before arriving in New Zealand"
"GEN24_1039963","Yes","Before arriving in New Zealand"
"GEN24_1039968","No",NA
"GEN24_1039983","No",NA
"GEN24_1039988","Yes","Before arriving in New Zealand"
"GEN24_1039990","No",NA
"GEN24_1039992","No",NA
"GEN24_1039994","Yes","While in New Zealand"
"GEN24_1039995","Yes","Before arriving in New Zealand"
"GEN24_1039995","Yes","While in New Zealand"
"GEN24_1040001","Yes","Before arriving in New Zealand"
"GEN24_1040001","Yes","While in New Zealand"
"GEN24_1040014","Yes","Before arriving in New Zealand"
"GEN24_1040017","No",NA
"GEN24_1040019","Yes","Before arriving in New Zealand"
"GEN24_1040021","Yes","Before arriving in New Zealand"
"GEN24_1040022","Yes","I did not receive any information"
"GEN24_1040027","Yes","Before arriving in New Zealand"
"GEN24_1040031","Yes","While in New Zealand"
"GEN24_1040036","Yes","I did not receive any information"
"GEN24_1040037","Yes","I did not receive any information"
"GEN24_1040046","Yes","I did not receive any information"
"GEN24_1040050","No",NA
"GEN24_1040051","No",NA
"GEN24_1040055","Yes","I did not receive any information"
"GEN24_1040065","Yes","I did not receive any information"
"GEN24_1040070","No",NA
"GEN24_1040079","No",NA
"GEN24_1040081","Yes","Before arriving in New Zealand"
"GEN24_1040081","Yes","While in New Zealand"
"GEN24_1040082","Yes","I did not receive any information"
"GEN24_1040087","No",NA
"GEN24_1040089","Yes","Before arriving in New Zealand"
"GEN24_1040089","Yes","While in New Zealand"
"GEN24_1040101","Yes","Before arriving in New Zealand"
"GEN24_1040109","No",NA
"GEN24_1040111","Yes","Before arriving in New Zealand"
"GEN24_1040124","No",NA
"GEN24_1040126","Yes","I did not receive any information"
"GEN24_1040127","No",NA
"GEN24_1040128","Yes","Before arriving in New Zealand"
"GEN24_1040129","Yes","While in New Zealand"
"GEN24_1040166","Yes","While in New Zealand"
"GEN24_1040187","No",NA
"GEN24_1040189","Yes","While in New Zealand"
"GEN24_1040190","Yes","I did not receive any information"
"GEN24_1040205","Yes","Before arriving in New Zealand"
"GEN24_1040208","Yes","I did not receive any information"
"GEN24_1040209","Yes","Before arriving in New Zealand"
"GEN24_1040216","Yes","I did not receive any information"
"GEN24_1040230","No",NA
"GEN24_1040249","No",NA
"GEN24_1040252","Yes","I did not receive any information"
"GEN24_1040272","Yes","Before arriving in New Zealand"
"GEN24_1040277","Yes","While in New Zealand"
"GEN24_1040282","Yes","Before arriving in New Zealand"
"GEN24_1040283","No",NA
"GEN24_1040284","Yes","Before arriving in New Zealand"
"GEN24_1040284","Yes","While in New Zealand"
"GEN24_1040285","Yes","Before arriving in New Zealand"
"GEN24_1040285","Yes","While in New Zealand"
"GEN24_1040296","No",NA
"GEN24_1040299","No",NA
"GEN24_1040308","Yes","While in New Zealand"
"GEN24_1040332","Yes","Before arriving in New Zealand"
"GEN24_1040336","No",NA
"GEN24_1040337","Yes","I did not receive any information"
"GEN24_1040345","Yes","I did not receive any information"
"GEN24_1040347","Yes","I did not receive any information"
"GEN24_1040369","No",NA
"GEN24_1040371","No",NA
"GEN24_1040388","No",NA
"GEN24_1040394","No",NA
"GEN24_1040409","No",NA
"GEN24_1040418","Yes","Before arriving in New Zealand"
"GEN24_1040435","Yes","I did not receive any information"
"GEN24_1040439","Yes","While in New Zealand"
"GEN24_1040467","No",NA
"GEN24_1040474","Yes","Before arriving in New Zealand"
"GEN24_1040501","Yes","I did not receive any information"
"GEN24_1040515","Yes","I did not receive any information"
"GEN24_1040529","No",NA
"GEN24_1040537","No",NA
"GEN24_1040560","Yes","Before arriving in New Zealand"
"GEN24_1040560","Yes","While in New Zealand"
"GEN24_1040583","No",NA
"GEN24_1040589","No",NA
"GEN24_1040599","Yes","Before arriving in New Zealand"
"GEN24_1040606","Yes","I did not receive any information"
"GEN24_1040608","Yes","Before arriving in New Zealand"
"GEN24_1040615","No",NA
"GEN24_1040621","Yes","While in New Zealand"
"GEN24_1040642","Yes","I did not receive any information"
"GEN24_1040644","Yes","While in New Zealand"
"GEN24_1040659","Yes","Before arriving in New Zealand"
"GEN24_1040660","No",NA
"GEN24_1040664","No",NA
"GEN24_1040672","Yes","I did not receive any information"
"GEN24_1040673","Yes","Before arriving in New Zealand"
"GEN24_1040677","Yes","I did not receive any information"
"GEN24_1040680","No",NA
"GEN24_1040682","No",NA
"GEN24_1040688","Yes","I did not receive any information"
"GEN24_1040691","Yes","I did not receive any information"
"GEN24_1040693","Yes","Before arriving in New Zealand"
"GEN24_1040696","No",NA
"GEN24_1040699","Yes","Before arriving in New Zealand"
"GEN24_1040699","Yes","While in New Zealand"
"GEN24_1040707","Yes","While in New Zealand"
"GEN24_1040709","No",NA
"GEN24_1040732","No",NA
"GEN24_1040748","Yes","Before arriving in New Zealand"
"GEN24_1040754","Yes","I did not receive any information"
"GEN24_1040756","Yes","Before arriving in New Zealand"
"GEN24_1040756","Yes","While in New Zealand"
"GEN24_1040759","Yes","While in New Zealand"
"GEN24_1040760","Yes","While in New Zealand"
"GEN24_1040762","No",NA
"GEN24_1040763","Yes","Before arriving in New Zealand"
"GEN24_1040767","Yes","While in New Zealand"
"GEN24_1040768","Yes","Before arriving in New Zealand"
"GEN24_1040776","Yes","I did not receive any information"
"GEN24_1040785","Yes","Before arriving in New Zealand"
"GEN24_1040789","Yes","I did not receive any information"
"GEN24_1040791","Yes","Before arriving in New Zealand"
"GEN24_1040792","Yes","I did not receive any information"
"GEN24_1040795","Yes","Before arriving in New Zealand"
"GEN24_1040803","Yes","While in New Zealand"
"GEN24_1040804","Yes","Before arriving in New Zealand"
"GEN24_1040804","Yes","While in New Zealand"
"GEN24_1040814","No",NA
"GEN24_1040825","Yes","I did not receive any information"
"GEN24_1040829","No",NA
"GEN24_1040836","No",NA
"GEN24_1040837","Yes","Before arriving in New Zealand"
"GEN24_1040843","Yes","While in New Zealand"
"GEN24_1040861","Yes","Before arriving in New Zealand"
"GEN24_1040862","Yes","Before arriving in New Zealand"
"GEN24_1040863","Yes","Before arriving in New Zealand"
"GEN24_1040869","Yes","Before arriving in New Zealand"
"GEN24_1040871","No",NA
"GEN24_1040872","No",NA
"GEN24_1040873","Yes","While in New Zealand"
"GEN24_1040876","Yes","I did not receive any information"
"GEN24_1040878","No",NA
"GEN24_1040886","Yes","I did not receive any information"
"GEN24_1040891","No",NA
"GEN24_1040893","Yes","I did not receive any information"
"GEN24_1040894","No",NA
"GEN24_1040895","Yes","I did not receive any information"
"GEN24_1040896","No",NA
"GEN24_1040900","Yes","I did not receive any information"
"GEN24_1040908","Yes","Before arriving in New Zealand"
"GEN24_1040914","No",NA
"GEN24_1040924","Yes","Before arriving in New Zealand"
"GEN24_1040929","Yes","Before arriving in New Zealand"
"GEN24_1040939","Yes","I did not receive any information"
"GEN24_1040943","Yes","Before arriving in New Zealand"
"GEN24_1040943","Yes","While in New Zealand"
"GEN24_1040946","Yes","I did not receive any information"
"GEN24_1040979","Yes","Before arriving in New Zealand"
"GEN24_1040979","Yes","While in New Zealand"
"GEN24_1040986","No",NA
"GEN24_1040988","No",NA
"GEN24_1040993","Yes","Before arriving in New Zealand"
"GEN24_1040993","Yes","While in New Zealand"
"GEN24_1041008","Yes","I did not receive any information"
"GEN24_1041018","No",NA
"GEN24_1041023","No",NA
"GEN24_1041030","Yes","While in New Zealand"
"GEN24_1041031","Yes","I did not receive any information"
"GEN24_1041043","Yes","Before arriving in New Zealand"
"GEN24_1041080","Yes","While in New Zealand"
"GEN24_1041084","Yes","While in New Zealand"
"GEN24_1041094","Yes","While in New Zealand"
"GEN24_1041096","Yes","I did not receive any information"
"GEN24_1041097","Yes","I did not receive any information"
"GEN24_1041116","No",NA
"GEN24_1041126","Yes","Before arriving in New Zealand"
"GEN24_1041128","No",NA
"GEN24_1041140","No",NA
"GEN24_1041145","No",NA
"GEN24_1041152","Yes","I did not receive any information"
"GEN24_1041156","Yes","Before arriving in New Zealand"
"GEN24_1041159","Yes","I did not receive any information"
"GEN24_1041160","No",NA
"GEN24_1041161","No",NA
"GEN24_1041162","No",NA
"GEN24_1041168","No",NA
"GEN24_1041171","Yes","I did not receive any information"
"GEN24_1041181","Yes","While in New Zealand"
"GEN24_1041182","Yes","Before arriving in New Zealand"
"GEN24_1041199","Yes","Before arriving in New Zealand"
"GEN24_1041199","Yes","While in New Zealand"
"GEN24_1041201","Yes","Before arriving in New Zealand"
"GEN24_1041212","No",NA
"GEN24_1041213","Yes","I did not receive any information"
"GEN24_1041217","Yes","I did not receive any information"
"GEN24_1041225","Yes","I did not receive any information"
"GEN24_1041232","Yes","I did not receive any information"
"GEN24_1041246","Yes","I did not receive any information"
"GEN24_1041248","Yes","I did not receive any information"
"GEN24_1041251","No",NA
"GEN24_1041265","Yes","Before arriving in New Zealand"
"GEN24_1041265","Yes","While in New Zealand"
"GEN24_1041269","Yes","While in New Zealand"
"GEN24_1041276","Yes","I did not receive any information"
"GEN24_1041279","Yes","Before arriving in New Zealand"
"GEN24_1041280","Yes","While in New Zealand"
"GEN24_1041282","Yes","Before arriving in New Zealand"
"GEN24_1041284","Yes","Before arriving in New Zealand"
"GEN24_1041286","No",NA
"GEN24_1041290","Yes","While in New Zealand"
"GEN24_1041291","Yes","I did not receive any information"
"GEN24_1041292","Yes","Before arriving in New Zealand"
"GEN24_1041305","Yes","Before arriving in New Zealand"
"GEN24_1041308","No",NA
"GEN24_1041316","No",NA
"GEN24_1041329","Yes","Before arriving in New Zealand"
"GEN24_1041336","Yes","Before arriving in New Zealand"
"GEN24_1041339","Yes","While in New Zealand"
"GEN24_1041340","Yes","I did not receive any information"
"GEN24_1041346","No",NA
"GEN24_1041365","Yes","Before arriving in New Zealand"
"GEN24_1041365","Yes","While in New Zealand"
"GEN24_1041366","No",NA
"GEN24_1041374","Yes","Before arriving in New Zealand"
"GEN24_1041381","Yes","I did not receive any information"
"GEN24_1041383","Yes","I did not receive any information"
"GEN24_1041384","No",NA
"GEN24_1041391","Yes","I did not receive any information"
"GEN24_1041392","Yes","I did not receive any information"
"GEN24_1041400","Yes","While in New Zealand"
"GEN24_1041402","Yes","I did not receive any information"
"GEN24_1041408","Yes","I did not receive any information"
"GEN24_1041410","Yes","I did not receive any information"
"GEN24_1041421","No",NA
"GEN24_1041430","No",NA
"GEN24_1041432","Yes","Before arriving in New Zealand"
"GEN24_1041437","Yes","I did not receive any information"
"GEN24_1041450","No",NA
"GEN24_1041473","Yes","Before arriving in New Zealand"
"GEN24_1041485","No",NA
"GEN24_1041492","No",NA
"GEN24_1041499","Yes","Before arriving in New Zealand"
"GEN24_1041501","Yes","Before arriving in New Zealand"
"GEN24_1041502","Yes","Before arriving in New Zealand"
"GEN24_1041506","Yes","Before arriving in New Zealand"
"GEN24_1041527","Yes","Before arriving in New Zealand"
"GEN24_1041527","Yes","While in New Zealand"
"GEN24_1041541","Yes","Before arriving in New Zealand"
"GEN24_1041542","Yes","Before arriving in New Zealand"
"GEN24_1041565","Yes","Before arriving in New Zealand"
"GEN24_1041571","No",NA
"GEN24_1041572","No",NA
"GEN24_1041593","Yes","I did not receive any information"
"GEN24_1041603","Yes","Before arriving in New Zealand"
"GEN24_1041616","Yes","While in New Zealand"
"GEN24_1041631","No",NA
"GEN24_1041634","Yes","Before arriving in New Zealand"
"GEN24_1041652","Yes","I did not receive any information"
"GEN24_1041654","Yes","Before arriving in New Zealand"
"GEN24_1041654","Yes","While in New Zealand"
"GEN24_1041678","No",NA
"GEN24_1041684","No",NA
"GEN24_1041689","Yes","Before arriving in New Zealand"
"GEN24_1041689","Yes","While in New Zealand"
"GEN24_1041693","Yes","I did not receive any information"
"GEN24_1041703","Yes","I did not receive any information"
"GEN24_1041706","Yes","I did not receive any information"
"GEN24_1041712","Yes","Before arriving in New Zealand"
"GEN24_1041716","Yes","Before arriving in New Zealand"
"GEN24_1041728","Yes","I did not receive any information"
"GEN24_1041738","Yes","Before arriving in New Zealand"
"GEN24_1041738","Yes","While in New Zealand"
"GEN24_1041741","No",NA
"GEN24_1041745","Yes","I did not receive any information"
"GEN24_1041755","Yes","I did not receive any information"
"GEN24_1041760","Yes","I did not receive any information"
"GEN24_1041761","Yes","While in New Zealand"
"GEN24_1041766","Yes","While in New Zealand"
"GEN24_1041769","No",NA
"GEN24_1041785","Yes","I did not receive any information"
"GEN24_1041807","Yes","Before arriving in New Zealand"
"GEN24_1041812","No",NA
"GEN24_1041821","Yes","Before arriving in New Zealand"
"GEN24_1041821","Yes","While in New Zealand"
"GEN24_1041824","No",NA
"GEN24_1041825","No",NA
"GEN24_1041830","Yes","Before arriving in New Zealand"
"GEN24_1041831","Yes","Before arriving in New Zealand"
"GEN24_1041831","Yes","While in New Zealand"
"GEN24_1041834","Yes","Before arriving in New Zealand"
"GEN24_1041836","Yes","Before arriving in New Zealand"
"GEN24_1041836","Yes","While in New Zealand"
"GEN24_1041844","Yes","I did not receive any information"
"GEN24_1041848","Yes","Before arriving in New Zealand"
"GEN24_1041848","Yes","While in New Zealand"
"GEN24_1041851","Yes","Before arriving in New Zealand"
"GEN24_1041851","Yes","While in New Zealand"
"GEN24_1041868","Yes","Before arriving in New Zealand"
"GEN24_1041870","Yes","Before arriving in New Zealand"
"GEN24_1041871","No",NA
"GEN24_1041881","Yes","Before arriving in New Zealand"
"GEN24_1041886","Yes","While in New Zealand"
"GEN24_1041904","Yes","I did not receive any information"
"GEN24_1041906","Yes","I did not receive any information"
"GEN24_1041907","Yes","I did not receive any information"
"GEN24_1041908","Yes","Before arriving in New Zealand"
"GEN24_1041910","Yes","I did not receive any information"
"GEN24_1041911","Yes","While in New Zealand"
"GEN24_1041913","Yes","While in New Zealand"
"GEN24_1041916","Yes","Before arriving in New Zealand"
"GEN24_1041918","Yes","While in New Zealand"
"GEN24_1041925","No",NA
"GEN24_1041928","Yes","While in New Zealand"
"GEN24_1041942","Yes","I did not receive any information"
"GEN24_1041948","Yes","While in New Zealand"
"GEN24_1041952","Yes","I did not receive any information"
"GEN24_1041959","Yes","Before arriving in New Zealand"
"GEN24_1041962","No",NA
"GEN24_1041964","Yes","I did not receive any information"
"GEN24_1041965","Yes","Before arriving in New Zealand"
"GEN24_1041970","Yes","While in New Zealand"
"GEN24_1041971","Yes","While in New Zealand"
"GEN24_1041987","Yes","Before arriving in New Zealand"
"GEN24_1041989","No",NA
"GEN24_1041990","Yes","Before arriving in New Zealand"
"GEN24_1041990","Yes","While in New Zealand"
"GEN24_1042004","Yes","Before arriving in New Zealand"
"GEN24_1042009","No",NA
"GEN24_1042011","Yes","While in New Zealand"
"GEN24_1042016","No",NA
"GEN24_1042024","No",NA
"GEN24_1042025","Yes","Before arriving in New Zealand"
"GEN24_1042025","Yes","While in New Zealand"
"GEN24_1042026","Yes","Before arriving in New Zealand"
"GEN24_1042050","Yes","While in New Zealand"
"GEN24_1042055","No",NA
"GEN24_1042061","No",NA
"GEN24_1042099","Yes","While in New Zealand"
"GEN24_1042103","Yes","Before arriving in New Zealand"
"GEN24_1042107","Yes","Before arriving in New Zealand"
"GEN24_1042107","Yes","While in New Zealand"
"GEN24_1042109","No",NA
"GEN24_1042111","Yes","Before arriving in New Zealand"
"GEN24_1042116","Yes","While in New Zealand"
"GEN24_1042120","Yes","I did not receive any information"
"GEN24_1042122","Yes","Before arriving in New Zealand"
"GEN24_1042124","Yes","Before arriving in New Zealand"
"GEN24_1042124","Yes","While in New Zealand"
"GEN24_1042129","No",NA
"GEN24_1042130","Yes","I did not receive any information"
"GEN24_1042135","No",NA
"GEN24_1042138","Yes","While in New Zealand"
"GEN24_1042142","No",NA
"GEN24_1042148","No",NA
"GEN24_1042153","Yes","While in New Zealand"
"GEN24_1042157","Yes","I did not receive any information"
"GEN24_1042191","Yes","I did not receive any information"
"GEN24_1042193","Yes","Before arriving in New Zealand"
"GEN24_1042196","Yes","Before arriving in New Zealand"
"GEN24_1042198","Yes","I did not receive any information"
"GEN24_1042200","No",NA
"GEN24_1042201","Yes","Before arriving in New Zealand"
"GEN24_1042201","Yes","While in New Zealand"
"GEN24_1042202","Yes","I did not receive any information"
"GEN24_1042207","No",NA
"GEN24_1042210","No",NA
"GEN24_1042214","Yes","I did not receive any information"
"GEN24_1042234","No",NA
"GEN24_1042246","Yes","I did not receive any information"
"GEN24_1042247","Yes","Before arriving in New Zealand"
"GEN24_1042274","Yes","Before arriving in New Zealand"
"GEN24_1042277","Yes","While in New Zealand"
"GEN24_1042285","Yes","Before arriving in New Zealand"
"GEN24_1042299","Yes","While in New Zealand"
"GEN24_1042301","Yes","While in New Zealand"
"GEN24_1042309","Yes","Before arriving in New Zealand"
"GEN24_1042312","Yes","While in New Zealand"
"GEN24_1042316","No",NA
"GEN24_1042320","No",NA
"GEN24_1042330","Yes","Before arriving in New Zealand"
"GEN24_1042341","Yes","Before arriving in New Zealand"
"GEN24_1042345","Yes","I did not receive any information"
"GEN24_1042350","Yes","While in New Zealand"
"GEN24_1042361","Yes","I did not receive any information"
"GEN24_1042362","Yes","I did not receive any information"
"GEN24_1042368","No",NA
"GEN24_1042391","No",NA
"GEN24_1042410","No",NA
"GEN24_1042414","No",NA
"GEN24_1042415","Yes","I did not receive any information"
"GEN24_1042420","Yes","Before arriving in New Zealand"
"GEN24_1042426","Yes","I did not receive any information"
"GEN24_1042432","Yes","While in New Zealand"
"GEN24_1042439","Yes","I did not receive any information"
"GEN24_1042441","Yes","Before arriving in New Zealand"
"GEN24_1042448","Yes","I did not receive any information"
"GEN24_1042449","Yes","Before arriving in New Zealand"
"GEN24_1042481","Yes","Before arriving in New Zealand"
"GEN24_1042483","Yes","Before arriving in New Zealand"
"GEN24_1042483","Yes","While in New Zealand"
"GEN24_1042492","Yes","I did not receive any information"
"GEN24_1042493","Yes","Before arriving in New Zealand"
"GEN24_1042500","Yes","While in New Zealand"
"GEN24_1042505","Yes","Before arriving in New Zealand"
"GEN24_1042505","Yes","While in New Zealand"
"GEN24_1042531","Yes","I did not receive any information"
"GEN24_1042533","No",NA
"GEN24_1042537","Yes","I did not receive any information"
"GEN24_1042541","Yes","Before arriving in New Zealand"
"GEN24_1042556","Yes","Before arriving in New Zealand"
"GEN24_1042556","Yes","While in New Zealand"
"GEN24_1042557","Yes","Before arriving in New Zealand"
"GEN24_1042562","Yes","I did not receive any information"
"GEN24_1042574","Yes","Before arriving in New Zealand"
"GEN24_1042578","Yes","Before arriving in New Zealand"
"GEN24_1042610","Yes","Before arriving in New Zealand"
"GEN24_1042617","Yes","While in New Zealand"
"GEN24_1042624","Yes","I did not receive any information"
"GEN24_1042628","Yes","I did not receive any information"
"GEN24_1042630","Yes","Before arriving in New Zealand"
"GEN24_1042642","No",NA
"GEN24_1042648","Yes","Before arriving in New Zealand"
"GEN24_1042649","Yes","I did not receive any information"
"GEN24_1042655","No",NA
"GEN24_1042659","Yes","I did not receive any information"
"GEN24_1042665","Yes","Before arriving in New Zealand"
"GEN24_1042672","Yes","Before arriving in New Zealand"
"GEN24_1042672","Yes","While in New Zealand"
"GEN24_1042674","Yes","I did not receive any information"
"GEN24_1042686","Yes","I did not receive any information"
"GEN24_1042688","Yes","Before arriving in New Zealand"
"GEN24_1042708","Yes","I did not receive any information"
"GEN24_1042723","Yes","While in New Zealand"
"GEN24_1042735","No",NA
"GEN24_1042767","Yes","Before arriving in New Zealand"
"GEN24_1042775","Yes","Before arriving in New Zealand"
"GEN24_1042790","No",NA
"GEN24_1042791","Yes","While in New Zealand"
"GEN24_1042792","No",NA
"GEN24_1042800","Yes","While in New Zealand"
"GEN24_1042812","Yes","While in New Zealand"
"GEN24_1042820","Yes","I did not receive any information"
"GEN24_1042824","Yes","I did not receive any information"
"GEN24_1042825","No",NA
"GEN24_1042828","Yes","Before arriving in New Zealand"
"GEN24_1042828","Yes","While in New Zealand"
"GEN24_1042838","Yes","I did not receive any information"
"GEN24_1042842","Yes","Before arriving in New Zealand"
"GEN24_1042844","Yes","I did not receive any information"
"GEN24_1042850","No",NA
"GEN24_1042852","No",NA
"GEN24_1042854","Yes","Before arriving in New Zealand"
"GEN24_1042859","No",NA
"GEN24_1042867","Yes","Before arriving in New Zealand"
"GEN24_1042879","Yes","Before arriving in New Zealand"
"GEN24_1042884","Yes","While in New Zealand"
"GEN24_1042893","Yes","I did not receive any information"
"GEN24_1042897","Yes","Before arriving in New Zealand"
"GEN24_1042908","Yes","Before arriving in New Zealand"
"GEN24_1042911","No",NA
"GEN24_1042921","Yes","While in New Zealand"
"GEN24_1042928","Yes","Before arriving in New Zealand"
"GEN24_1042928","Yes","While in New Zealand"
"GEN24_1042932","No",NA
"GEN24_1042933","Yes","Before arriving in New Zealand"
"GEN24_1042935","Yes","While in New Zealand"
"GEN24_1042936","Yes","Before arriving in New Zealand"
"GEN24_1042936","Yes","While in New Zealand"
"GEN24_1042943","No",NA
"GEN24_1042960","No",NA
"GEN24_1042985","No",NA
"GEN24_1042995","No",NA
"GEN24_1042996","Yes","Before arriving in New Zealand"
"GEN24_1042996","Yes","While in New Zealand"
"GEN24_1043026","Yes","While in New Zealand"
"GEN24_1043039","Yes","Before arriving in New Zealand"
"GEN24_1043044","No",NA
"GEN24_1043045","Yes","Before arriving in New Zealand"
"GEN24_1043045","Yes","While in New Zealand"
"GEN24_1043047","No",NA
"GEN24_1043057","No",NA
"GEN24_1043058","Yes","I did not receive any information"
"GEN24_1043064","Yes","I did not receive any information"
"GEN24_1043065","Yes","I did not receive any information"
"GEN24_1043071","No",NA
"GEN24_1043073","Yes","Before arriving in New Zealand"
"GEN24_1043073","Yes","While in New Zealand"
"GEN24_1043082","Yes","Before arriving in New Zealand"
"GEN24_1043085","Yes","While in New Zealand"
"GEN24_1043090","Yes","I did not receive any information"
"GEN24_1043091","Yes","Before arriving in New Zealand"
"GEN24_1043092","Yes","I did not receive any information"
"GEN24_1043103","No",NA
"GEN24_1043107","No",NA
"GEN24_1043109","Yes","While in New Zealand"
"GEN24_1043130","Yes","Before arriving in New Zealand"
"GEN24_1043130","Yes","While in New Zealand"
"GEN24_1043131","Yes","Before arriving in New Zealand"
"GEN24_1043131","Yes","While in New Zealand"
"GEN24_1043134","No",NA
"GEN24_1043136","Yes","While in New Zealand"
"GEN24_1043137","Yes","Before arriving in New Zealand"
"GEN24_1043146","Yes","Before arriving in New Zealand"
"GEN24_1043149","Yes","While in New Zealand"
"GEN24_1043156","Yes","Before arriving in New Zealand"
"GEN24_1043174","Yes","Before arriving in New Zealand"
"GEN24_1043174","Yes","While in New Zealand"
"GEN24_1043176","No",NA
"GEN24_1043209","Yes","I did not receive any information"
"GEN24_1043213","Yes","While in New Zealand"
"GEN24_1043225","Yes","While in New Zealand"
"GEN24_1043233","Yes","Before arriving in New Zealand"
"GEN24_1043234","Yes","I did not receive any information"
"GEN24_1043236","No",NA
"GEN24_1043237","Yes","I did not receive any information"
"GEN24_1043238","Yes","Before arriving in New Zealand"
"GEN24_1043245","Yes","I did not receive any information"
"GEN24_1043274","Yes","I did not receive any information"
"GEN24_1043280","Yes","Before arriving in New Zealand"
"GEN24_1043286","Yes","I did not receive any information"
"GEN24_1043288","No",NA
"GEN24_1043297","No",NA
"GEN24_1043304","Yes","Before arriving in New Zealand"
"GEN24_1043307","Yes","Before arriving in New Zealand"
"GEN24_1043307","Yes","While in New Zealand"
"GEN24_1043308","Yes","I did not receive any information"
"GEN24_1043315","Yes","Before arriving in New Zealand"
"GEN24_1043317","Yes","I did not receive any information"
"GEN24_1043332","Yes","I did not receive any information"
"GEN24_1043350","Yes","Before arriving in New Zealand"
"GEN24_1043368","Yes","I did not receive any information"
"GEN24_1043377","Yes","I did not receive any information"
"GEN24_1043387","No",NA
"GEN24_1043398","No",NA
"GEN24_1043401","Yes","While in New Zealand"
"GEN24_1043403","Yes","I did not receive any information"
"GEN24_1043405","Yes","Before arriving in New Zealand"
"GEN24_1043405","Yes","While in New Zealand"
"GEN24_1043412","Yes","Before arriving in New Zealand"
"GEN24_1043421","Yes","While in New Zealand"
"GEN24_1043424","Yes","Before arriving in New Zealand"
"GEN24_1043424","Yes","While in New Zealand"
"GEN24_1043432","Yes","Before arriving in New Zealand"
"GEN24_1043432","Yes","While in New Zealand"
"GEN24_1043433","Yes","I did not receive any information"
"GEN24_1043442","No",NA
"GEN24_1043444","No",NA
"GEN24_1043452","Yes","I did not receive any information"
"GEN24_1043454","Yes","Before arriving in New Zealand"
"GEN24_1043470","No",NA
"GEN24_1043472","Yes","While in New Zealand"
"GEN24_1043481","No",NA
"GEN24_1043482","Yes","While in New Zealand"
"GEN24_1043484","Yes","Before arriving in New Zealand"
"GEN24_1043487","Yes","Before arriving in New Zealand"
"GEN24_1043487","Yes","While in New Zealand"
"GEN24_1043494","Yes","Before arriving in New Zealand"
"GEN24_1043505","Yes","I did not receive any information"
"GEN24_1043508","Yes","Before arriving in New Zealand"
"GEN24_1043513","Yes","I did not receive any information"
"GEN24_1043514","Yes","Before arriving in New Zealand"
"GEN24_1043527","No",NA
"GEN24_1043535","Yes","Before arriving in New Zealand"
"GEN24_1043536","Yes","Before arriving in New Zealand"
"GEN24_1043537","Yes","Before arriving in New Zealand"
"GEN24_1043538","Yes","While in New Zealand"
"GEN24_1043548","Yes","Before arriving in New Zealand"
"GEN24_1043551","Yes","I did not receive any information"
