"response_id","visited_before_or_after","country","nights"
"GEN24_1070943","After","Singapore",1
"GEN24_1070943","Before","Malaysia",8
"GEN24_1070943","Before","Singapore",3
"GEN24_1071002","After","Australia",3
"GEN24_1071002","After","United Arab Emirates",2
"GEN24_1071002","Before","United Arab Emirates",1
"GEN24_1071018","Before","Australia",24
"GEN24_1071058","After","Hong Kong (Special Administrative Region)",1
"GEN24_1071105","After","Australia",30
"GEN24_1071105","Before","Australia",30
"GEN24_1071115","After","United States of America",20
"GEN24_1071115","Before","United States of America",16
"GEN24_1071123","After","Japan",6
"GEN24_1071123","Before","Japan",11
"GEN24_1071134","After","China, People's Republic of",12
"GEN24_1071141","Before","China, People's Republic of",90
"GEN24_1071152","Before","Australia",10
"GEN24_1071157","Before","Singapore",4
"GEN24_1071174","After","Singapore",1
"GEN24_1071174","Before","Australia",4
"GEN24_1071191","After","Australia",1
"GEN24_1071191","Before","Australia",1
"GEN24_1071210","Before","Australia",3
"GEN24_1071236","After","China, People's Republic of",4
"GEN24_1071271","After","United States of America",1
"GEN24_1071271","Before","Australia",4
"GEN24_1071271","Before","United States of America",7
"GEN24_1071340","Before","Australia",1
"GEN24_1071379","After","China, People's Republic of",36
"GEN24_1071394","After","France",15
"GEN24_1071394","Before","Australia",15
"GEN24_1071394","Before","England",9
"GEN24_1071394","Before","Japan",5
"GEN24_1071394","Before","Singapore",3
"GEN24_1071394","Before","Taiwan",5
"GEN24_1071428","After","Australia",9
"GEN24_1071440","Before","Australia",6
"GEN24_1071443","Before","Fiji",58
"GEN24_1071466","After","Malaysia",1
"GEN24_1071466","Before","Malaysia",1
"GEN24_1071474","After","Hong Kong (Special Administrative Region)",1
"GEN24_1071474","Before","China, People's Republic of",1
"GEN24_1071479","After","Japan",14
"GEN24_1071479","After","Korea, Republic of",10
"GEN24_1071479","After","Philippines",10
"GEN24_1071479","After","Taiwan",10
"GEN24_1071488","Before","Australia",5
"GEN24_1071515","Before","Australia",1
"GEN24_1071521","Before","Australia",5
"GEN24_1071532","After","French Polynesia",13
"GEN24_1071532","After","Niue",7
"GEN24_1071536","After","Tonga",4
"GEN24_1071538","After","French Polynesia",18
"GEN24_1071547","After","Canada",7
"GEN24_1071547","Before","Vanuatu",12
"GEN24_1071580","Before","Singapore",1
"GEN24_1071580","Before","Tonga",13
"GEN24_1071591","After","Australia",30
"GEN24_1071604","Before","Australia",2
"GEN24_1071645","After","Australia",10
"GEN24_1071696","After","Hong Kong (Special Administrative Region)",2
"GEN24_1071696","Before","Hong Kong (Special Administrative Region)",1
"GEN24_1071717","After","Singapore",1
"GEN24_1071744","Before","Australia",99
"GEN24_1071758","Before","Singapore",14
"GEN24_1071761","After","Australia",10
"GEN24_1071761","Before","Australia",99
"GEN24_1071766","Before","United Arab Emirates",1
"GEN24_1071776","Before","Australia",6
"GEN24_1071776","Before","Philippines",4
"GEN24_1071776","Before","Thailand",9
"GEN24_1071789","After","Singapore",3
"GEN24_1071789","Before","Portugal",5
"GEN24_1071789","Before","Singapore",1
"GEN24_1071795","Before","Australia",1
"GEN24_1071831","After","Australia",2
"GEN24_1071831","Before","Australia",5
"GEN24_1071839","After","Australia",5
"GEN24_1071841","After","Australia",10
"GEN24_1071907","After","Fiji",20
"GEN24_1071907","After","French Polynesia",30
"GEN24_1071907","Before","China, People's Republic of",1
"GEN24_1071907","Before","Kazakhstan",1
"GEN24_1071907","Before","Tajikistan",2
"GEN24_1071907","Before","Uzbekistan",7
"GEN24_1071913","After","Taiwan",30
"GEN24_1071914","After","Australia",1
"GEN24_1071914","Before","Australia",1
"GEN24_1071942","Before","Singapore",1
"GEN24_1071956","After","Australia",1
"GEN24_1071956","Before","Australia",2
"GEN24_1071984","After","England",5
"GEN24_1071984","After","France",4
"GEN24_1071984","Before","China, People's Republic of",6
"GEN24_1071984","Before","Hong Kong (Special Administrative Region)",4
"GEN24_1071984","Before","Taiwan",5
"GEN24_1072004","After","Australia",1
"GEN24_1072004","Before","Australia",1
"GEN24_1072035","Before","Taiwan",1
"GEN24_1072073","Before","Fiji",8
"GEN24_1072073","Before","Vanuatu",5
"GEN24_1072099","After","Australia",1
"GEN24_1072099","Before","Australia",1
"GEN24_1072141","Before","Australia",1
"GEN24_1072146","After","Australia",6
"GEN24_1072146","Before","Australia",1
"GEN24_1072163","Before","Australia",14
"GEN24_1072174","After","China, People's Republic of",10
"GEN24_1072174","Before","China, People's Republic of",90
"GEN24_1072180","After","Australia",3
"GEN24_1072180","Before","Australia",35
"GEN24_1072189","After","Singapore",2
"GEN24_1072189","Before","Philippines",5
"GEN24_1072217","After","Australia",2
"GEN24_1072217","Before","Australia",6
"GEN24_1072273","Before","Indonesia",2
"GEN24_1072273","Before","Malaysia",3
"GEN24_1072273","Before","Singapore",1
"GEN24_1072281","After","Australia",10
"GEN24_1072282","After","Australia",10
"GEN24_1072283","After","Australia",10
"GEN24_1072287","After","Japan",1
"GEN24_1072287","Before","Japan",1
"GEN24_1072312","Before","Australia",8
"GEN24_1072324","Before","Australia",1
"GEN24_1072328","After","Australia",7
"GEN24_1072343","After","Singapore",3
"GEN24_1072343","Before","Singapore",3
"GEN24_1072345","After","Singapore",30
"GEN24_1072345","Before","Singapore",30
"GEN24_1072355","After","Australia",6
"GEN24_1072355","Before","Australia",6
"GEN24_1072355","Before","Taiwan",7
"GEN24_1072368","Before","Australia",35
"GEN24_1072368","Before","Indonesia",21
"GEN24_1072380","After","China, People's Republic of",99
"GEN24_1072380","After","Hong Kong (Special Administrative Region)",5
"GEN24_1072380","After","Japan",5
"GEN24_1072380","Before","China, People's Republic of",99
"GEN24_1072380","Before","Japan",5
"GEN24_1072380","Before","Korea, Republic of",4
"GEN24_1072433","After","Cook Islands",10
"GEN24_1072433","After","French Polynesia",40
"GEN24_1072439","After","Australia",7
"GEN24_1072441","After","Cook Islands",5
"GEN24_1072453","After","Australia",21
"GEN24_1072456","After","Australia",21
"GEN24_1072462","After","Singapore",1
"GEN24_1072462","Before","Singapore",1
"GEN24_1072514","Before","Australia",1
"GEN24_1072517","After","Australia",2
"GEN24_1072517","Before","Australia",10
"GEN24_1072543","After","French Polynesia",31
"GEN24_1072543","Before","French Polynesia",31
"GEN24_1072578","After","Australia",1
"GEN24_1072644","Before","Australia",10
"GEN24_1072714","Before","Australia",5
"GEN24_1072714","Before","Indonesia",4
"GEN24_1072714","Before","Singapore",4
"GEN24_1072723","Before","Japan",6
"GEN24_1072725","Before","France",4
"GEN24_1072725","Before","Japan",15
"GEN24_1072725","Before","Netherlands",3
"GEN24_1072725","Before","Singapore",5
"GEN24_1072725","Before","United States of America",99
"GEN24_1072737","Before","Australia",8
"GEN24_1072808","Before","Chile",11
"GEN24_1072830","Before","United States of America",12
"GEN24_1072831","After","Hong Kong (Special Administrative Region)",1
"GEN24_1072831","Before","Australia",29
"GEN24_1072831","Before","Papua New Guinea",29
"GEN24_1072872","Before","Fiji",6
"GEN24_1072872","Before","Papua New Guinea",2
"GEN24_1072872","Before","Philippines",1
"GEN24_1072872","Before","Solomon Islands",3
"GEN24_1072882","Before","England",6
"GEN24_1072882","Before","Germany",6
"GEN24_1072882","Before","Poland",3
"GEN24_1072882","Before","Scotland",5
"GEN24_1072882","Before","Spain",4
"GEN24_1072894","After","Australia",10
"GEN24_1072894","Before","Australia",10
"GEN24_1072932","After","Thailand",7
"GEN24_1072968","After","Singapore",3
"GEN24_1072968","Before","Cambodia",7
"GEN24_1072968","Before","Viet Nam",12
"GEN24_1072970","After","Singapore",1
"GEN24_1072970","Before","Japan",7
"GEN24_1072970","Before","United States of America",1
"GEN24_1072986","After","Australia",4
"GEN24_1072986","Before","Australia",3
"GEN24_1073022","After","Japan",15
"GEN24_1073022","Before","United States of America",30
"GEN24_1073039","After","Australia",14
"GEN24_1073058","Before","Japan",1
"GEN24_1073059","After","Hong Kong (Special Administrative Region)",1
"GEN24_1073059","Before","Australia",14
"GEN24_1073066","After","Australia",50
"GEN24_1073091","After","Australia",60
"GEN24_1073091","Before","United States of America",30
"GEN24_1073170","After","China, People's Republic of",1
"GEN24_1073171","Before","Australia",1
"GEN24_1073181","After","Australia",4
"GEN24_1073181","After","Thailand",5
"GEN24_1073181","Before","Australia",5
"GEN24_1073187","After","Australia",6
"GEN24_1073187","Before","Australia",8
"GEN24_1073230","Before","Japan",1
"GEN24_1073281","Before","Cook Islands",8
"GEN24_1073299","After","United States of America",4
"GEN24_1073299","Before","Saudi Arabia",2
"GEN24_1073309","Before","Australia",12
"GEN24_1073314","After","French Polynesia",21
"GEN24_1073318","Before","Australia",13
"GEN24_1073367","After","Australia",1
"GEN24_1073367","Before","Australia",20
"GEN24_1073374","Before","Canada",28
"GEN24_1073382","After","Singapore",1
"GEN24_1073383","After","Singapore",2
"GEN24_1073383","Before","Singapore",1
"GEN24_1073385","Before","Australia",3
"GEN24_1073392","After","Singapore",2
"GEN24_1073393","After","Singapore",3
"GEN24_1073393","Before","Australia",5
"GEN24_1073492","After","China, People's Republic of",1
"GEN24_1073492","Before","China, People's Republic of",1
"GEN24_1073521","Before","Australia",5
"GEN24_1073529","Before","Australia",17
"GEN24_1073560","Before","Austria",5
"GEN24_1073560","Before","Croatia",6
"GEN24_1073560","Before","Italy",48
"GEN24_1073560","Before","Slovenia",6
"GEN24_1073569","After","Malaysia",1
"GEN24_1073569","Before","Malaysia",1
"GEN24_1073589","Before","Australia",10
"GEN24_1073636","Before","Australia",3
"GEN24_1073639","Before","Australia",12
"GEN24_1073670","After","Australia",9
"GEN24_1073671","Before","Australia",1
"GEN24_1073722","After","Australia",6
"GEN24_1073929","After","Singapore",2
"GEN24_1073929","Before","Singapore",2
"GEN24_1074025","After","Australia",99
"GEN24_1074025","Before","Australia",99
"GEN24_1074145","After","Nepal",5
"GEN24_1074224","After","Singapore",2
"GEN24_1074224","Before","Singapore",2
"GEN24_1074241","After","Japan",5
"GEN24_1074242","Before","Japan",5
"GEN24_1074246","After","India",29
"GEN24_1074246","Before","Australia",7
"GEN24_1074246","Before","Indonesia",28
"GEN24_1074265","After","Australia",30
"GEN24_1074268","After","Singapore",1
"GEN24_1074289","After","China, People's Republic of",8
"GEN24_1074289","Before","China, People's Republic of",1
"GEN24_1074296","After","China, People's Republic of",1
"GEN24_1074296","Before","China, People's Republic of",1
"GEN24_1074304","After","Australia",30
"GEN24_1074304","Before","Australia",90
"GEN24_1074318","Before","Japan",7
"GEN24_1074333","Before","Australia",1
"GEN24_1074355","After","Australia",15
"GEN24_1074355","Before","Australia",3
"GEN24_1074355","Before","England",1
"GEN24_1074370","Before","Philippines",1
"GEN24_1074388","Before","Australia",6
"GEN24_1074391","After","Fiji",4
"GEN24_1074391","After","United States of America",8
"GEN24_1074391","Before","Australia",10
"GEN24_1074391","Before","Malaysia",2
"GEN24_1074398","Before","Fiji",1
"GEN24_1074401","Before","Australia",1
"GEN24_1074438","Before","Australia",5
"GEN24_1074455","After","Australia",4
"GEN24_1074455","Before","Australia",12
"GEN24_1074514","Before","Australia",8
"GEN24_1074566","Before","Indonesia",7
"GEN24_1074581","After","United States of America",1
"GEN24_1074651","After","Australia",9
"GEN24_1074701","Before","Fiji",70
"GEN24_1074713","After","Australia",20
"GEN24_1074713","Before","Australia",20
"GEN24_1074713","Before","Singapore",3
"GEN24_1074726","Before","Australia",7
"GEN24_1074736","After","England",7
"GEN24_1074736","After","United States of America",7
"GEN24_1074736","Before","Japan",4
"GEN24_1074746","Before","Australia",5
"GEN24_1074765","Before","Hong Kong (Special Administrative Region)",2
"GEN24_1074765","Before","Singapore",2
"GEN24_1074767","After","Argentina",30
"GEN24_1074767","Before","Argentina",30
"GEN24_1074820","After","Australia",14
"GEN24_1074914","After","Japan",16
"GEN24_1074957","Before","Australia",14
"GEN24_1074972","Before","Fiji",5
"GEN24_1074972","Before","French Polynesia",2
"GEN24_1075040","After","Japan",4
"GEN24_1075040","Before","Hong Kong (Special Administrative Region)",1
"GEN24_1075040","Before","Japan",4
"GEN24_1075040","Before","Korea, Republic of",4
"GEN24_1075074","After","Australia",12
"GEN24_1075074","After","Hong Kong (Special Administrative Region)",2
"GEN24_1075074","After","Niue",4
"GEN24_1075074","Before","United States of America",4
"GEN24_1075091","Before","Australia",3
"GEN24_1075120","Before","Fiji",5
"GEN24_1075120","Before","Samoa",4
"GEN24_1075120","Before","Tonga",5
"GEN24_1075120","Before","United States of America",7
"GEN24_1075128","Before","Australia",3
"GEN24_1075201","After","Australia",2
"GEN24_1075224","After","Singapore",1
"GEN24_1075266","After","Malaysia",31
"GEN24_1075266","Before","Malaysia",30
"GEN24_1075272","After","Fiji",18
"GEN24_1075272","Before","Australia",3
"GEN24_1075276","Before","Australia",1
"GEN24_1075301","Before","Australia",1
"GEN24_1075305","After","Hong Kong (Special Administrative Region)",1
"GEN24_1075305","Before","Hong Kong (Special Administrative Region)",1
"GEN24_1075327","After","Australia",4
"GEN24_1075327","Before","Australia",10
"GEN24_1075343","Before","Australia",6
"GEN24_1075344","Before","Australia",4
"GEN24_1075346","Before","Australia",7
"GEN24_1075360","After","China, People's Republic of",30
"GEN24_1075360","Before","China, People's Republic of",30
"GEN24_1075364","Before","Australia",20
"GEN24_1075384","After","Fiji",5
"GEN24_1075384","After","Vanuatu",3
"GEN24_1075384","Before","Cook Islands",4
"GEN24_1075384","Before","French Polynesia",4
"GEN24_1075403","After","Australia",21
"GEN24_1075431","After","Fiji",5
"GEN24_1075431","Before","Australia",2
"GEN24_1075438","After","Australia",1
"GEN24_1075464","After","Australia",1
"GEN24_1075464","Before","Australia",1
"GEN24_1075564","After","Fiji",6
"GEN24_1075564","Before","China, People's Republic of",1
"GEN24_1075594","Before","Australia",7
"GEN24_1075618","Before","Georgia",14
"GEN24_1075618","Before","Greece",25
"GEN24_1075618","Before","Viet Nam",14
"GEN24_1075701","Before","Singapore",36
"GEN24_1075725","After","Cambodia",15
"GEN24_1075725","After","Taiwan",15
"GEN24_1075725","After","United States of America",30
"GEN24_1075725","Before","Cambodia",15
"GEN24_1075725","Before","Taiwan",15
"GEN24_1075725","Before","United States of America",30
"GEN24_1075741","After","Germany",30
"GEN24_1075797","After","Northern Ireland",1
"GEN24_1075861","After","Australia",1
"GEN24_1075861","Before","Australia",4
"GEN24_1075861","Before","United Arab Emirates",1
"GEN24_1075865","After","Australia",3
"GEN24_1075865","After","Philippines",2
"GEN24_1075865","Before","Australia",1
"GEN24_1075865","Before","Philippines",3
"GEN24_1075893","Before","Australia",10
"GEN24_1075936","After","Hong Kong (Special Administrative Region)",7
"GEN24_1075936","Before","Australia",7
"GEN24_1075936","Before","Hong Kong (Special Administrative Region)",7
"GEN24_1075936","Before","Korea, Republic of",7
"GEN24_1075936","Before","Taiwan",7
"GEN24_1075941","After","China, People's Republic of",10
"GEN24_1075951","Before","Singapore",2
"GEN24_1075953","After","Singapore",4
"GEN24_1075953","Before","Singapore",4
"GEN24_1076125","After","Fiji",25
"GEN24_1076164","Before","Qatar",1
"GEN24_1076219","Before","Chile",1
"GEN24_1076280","After","Japan",1
"GEN24_1076280","Before","Australia",30
"GEN24_1076287","After","Hong Kong (Special Administrative Region)",1
"GEN24_1076299","After","Australia",3
"GEN24_1076299","After","Indonesia",3
"GEN24_1076299","After","Viet Nam",3
"GEN24_1076299","Before","French Polynesia",9
"GEN24_1076299","Before","United States of America",3
"GEN24_1076313","After","Qatar",2
"GEN24_1076313","After","Sweden",1
"GEN24_1076321","After","Fiji",4
"GEN24_1076323","After","Fiji",2
"GEN24_1076323","After","Tonga",7
"GEN24_1076323","Before","Fiji",2
"GEN24_1076323","Before","Germany",14
"GEN24_1076323","Before","Tonga",7
"GEN24_1076323","Before","United States of America",17
"GEN24_1076327","Before","Indonesia",7
"GEN24_1076327","Before","Korea, Democratic People's Republic of",7
"GEN24_1076369","Before","Malaysia",1
"GEN24_1076407","After","Malaysia",3
"GEN24_1076407","Before","Singapore",2
"GEN24_1076455","After","Philippines",11
"GEN24_1076455","After","Thailand",31
"GEN24_1076455","Before","Australia",35
"GEN24_1076465","Before","Singapore",2
"GEN24_1076468","After","Korea, Republic of",6
"GEN24_1076468","Before","Australia",30
"GEN24_1076572","Before","Australia",4
"GEN24_1076583","After","Japan",4
"GEN24_1076583","After","Taiwan",6
"GEN24_1076583","Before","Finland",2
"GEN24_1076583","Before","Germany",4
"GEN24_1076583","Before","Portugal",5
"GEN24_1076583","Before","Taiwan",9
"GEN24_1076606","After","Qatar",5
"GEN24_1076606","Before","Qatar",5
"GEN24_1076609","After","Australia",4
"GEN24_1076613","After","Australia",14
"GEN24_1076666","Before","Australia",7
"GEN24_1076673","Before","Australia",6
"GEN24_1076677","After","Hong Kong (Special Administrative Region)",1
"GEN24_1076690","After","Singapore",1
"GEN24_1076690","Before","Singapore",2
"GEN24_1076691","After","England",1
"GEN24_1076691","Before","Australia",13
"GEN24_1076705","Before","Indonesia",12
"GEN24_1076743","Before","Australia",3
"GEN24_1076743","Before","Singapore",2
"GEN24_1076751","After","Australia",1
"GEN24_1076751","Before","Australia",1
"GEN24_1076771","Before","Mexico",3
"GEN24_1076773","After","United States of America",1
"GEN24_1076773","Before","United States of America",3
"GEN24_1076776","Before","Australia",11
"GEN24_1076786","Before","Australia",10
"GEN24_1076786","Before","United States of America",10
"GEN24_1076831","Before","Australia",6
"GEN24_1076843","After","Fiji",2
"GEN24_1076843","After","Samoa",6
"GEN24_1076853","After","Australia",20
"GEN24_1076853","After","United Arab Emirates",2
"GEN24_1076899","After","Australia",4
"GEN24_1076913","After","United States of America",1
"GEN24_1076956","After","Singapore",2
"GEN24_1076956","After","United States of America",2
"GEN24_1076956","Before","Singapore",2
"GEN24_1076956","Before","United States of America",2
"GEN24_1076970","Before","Singapore",2
"GEN24_1077032","After","Australia",28
"GEN24_1077040","Before","French Polynesia",2
"GEN24_1077040","Before","United States of America",3
"GEN24_1077129","After","Australia",10
"GEN24_1077129","After","United States of America",30
"GEN24_1077129","Before","Saudi Arabia",30
"GEN24_1077129","Before","Singapore",10
"GEN24_1077153","Before","Australia",4
"GEN24_1077169","Before","Singapore",1
"GEN24_1077173","Before","Singapore",1
"GEN24_1077183","Before","Australia",2
"GEN24_1077197","After","Australia",14
"GEN24_1077197","Before","Australia",14
"GEN24_1077218","After","Australia",3
"GEN24_1077218","After","Viet Nam",3
"GEN24_1077218","Before","Malaysia",3
"GEN24_1077222","After","Australia",1
"GEN24_1077222","Before","Australia",1
"GEN24_1077246","Before","Australia",7
"GEN24_1077248","Before","Australia",1
"GEN24_1077251","After","Australia",9
"GEN24_1077258","After","Canada",14
"GEN24_1077258","Before","Canada",13
"GEN24_1077264","Before","Australia",23
"GEN24_1077292","After","Australia",10
"GEN24_1077292","Before","Australia",10
"GEN24_1077319","Before","Australia",12
"GEN24_1077341","After","Australia",3
"GEN24_1077341","Before","Australia",5
"GEN24_1077350","Before","Fiji",7
"GEN24_1077369","After","Australia",1
"GEN24_1077369","Before","Australia",3
"GEN24_1077393","Before","Australia",7
"GEN24_1077393","Before","Fiji",3
"GEN24_1077399","After","Fiji",3
"GEN24_1077399","Before","Australia",6
"GEN24_1077425","Before","Australia",8
"GEN24_1077432","After","United States of America",7
"GEN24_1077447","After","Australia",7
"GEN24_1077540","After","Australia",7
"GEN24_1077544","After","Australia",3
"GEN24_1077564","Before","Australia",8
"GEN24_1077627","After","Singapore",3
"GEN24_1077627","Before","Australia",28
"GEN24_1077632","Before","Singapore",3
"GEN24_1077636","Before","Singapore",1
"GEN24_1077645","After","Australia",3
"GEN24_1077645","Before","Singapore",3
"GEN24_1077652","After","Australia",4
"GEN24_1077652","Before","Australia",4
"GEN24_1077656","After","Philippines",9
"GEN24_1077656","After","Taiwan",3
"GEN24_1077656","Before","Australia",3
"GEN24_1077691","After","Australia",1
"GEN24_1077691","Before","Australia",16
"GEN24_1077726","After","Australia",5
"GEN24_1077760","Before","Singapore",1
"GEN24_1077768","After","Malaysia",3
"GEN24_1077768","Before","Australia",14
"GEN24_1077768","Before","Singapore",2
"GEN24_1077783","Before","Australia",4
"GEN24_1077827","Before","Ireland",5
"GEN24_1077827","Before","Italy",6
"GEN24_1077827","Before","Portugal",5
"GEN24_1077827","Before","Scotland",4
"GEN24_1077864","After","Australia",9
"GEN24_1077864","After","Mauritius",3
"GEN24_1077864","Before","Singapore",3
"GEN24_1077896","Before","Australia",1
"GEN24_1077900","After","Indonesia",30
"GEN24_1077900","After","Viet Nam",50
"GEN24_1078006","After","Australia",9
"GEN24_1078024","Before","Australia",27
"GEN24_1078024","Before","Fiji",2
"GEN24_1078024","Before","French Polynesia",12
"GEN24_1078024","Before","Vanuatu",8
"GEN24_1078030","Before","Japan",5
"GEN24_1078030","Before","Malaysia",5
"GEN24_1078098","After","Australia",60
"GEN24_1078098","Before","Indonesia",29
"GEN24_1078101","Before","Australia",2
"GEN24_1078119","Before","Fiji",4
"GEN24_1078124","After","Australia",2
"GEN24_1078137","After","Qatar",1
"GEN24_1078137","Before","Australia",5
"GEN24_1078169","After","Germany",1
"GEN24_1078179","After","Australia",2
"GEN24_1078179","After","Singapore",2
"GEN24_1078179","Before","Australia",25
"GEN24_1078192","Before","Indonesia",10
"GEN24_1078220","Before","Tonga",12
"GEN24_1078223","After","Australia",12
"GEN24_1078223","Before","Australia",10
"GEN24_1078259","Before","Japan",7
"GEN24_1078259","Before","Singapore",3
"GEN24_1078267","Before","India",10
"GEN24_1078267","Before","Indonesia",2
"GEN24_1078286","After","Australia",3
"GEN24_1078296","Before","Australia",1
"GEN24_1078307","After","China, People's Republic of",1
"GEN24_1078307","Before","China, People's Republic of",1
"GEN24_1078322","After","China, People's Republic of",1
"GEN24_1078322","Before","China, People's Republic of",1
"GEN24_1078330","After","Japan",21
"GEN24_1078330","Before","Indonesia",28
"GEN24_1078374","After","Canada",7
"GEN24_1078374","After","Japan",21
"GEN24_1078374","After","Korea, Republic of",12
"GEN24_1078374","Before","Singapore",2
"GEN24_1078374","Before","Tanzania",29
"GEN24_1078375","After","Japan",1
"GEN24_1078375","Before","Japan",2
"GEN24_1078390","After","Australia",21
"GEN24_1078390","Before","Australia",40
"GEN24_1078395","After","Australia",1
"GEN24_1078395","Before","Australia",1
"GEN24_1078396","After","Australia",11
"GEN24_1078423","After","England",1
"GEN24_1078423","Before","England",13
"GEN24_1078424","Before","Australia",2
"GEN24_1078432","After","Australia",5
"GEN24_1078432","Before","Australia",42
"GEN24_1078448","Before","Australia",7
"GEN24_1078448","Before","French Polynesia",10
"GEN24_1078448","Before","Niue",5
"GEN24_1078448","Before","Tonga",45
"GEN24_1078498","After","Australia",1
"GEN24_1078498","Before","Australia",4
"GEN24_1078509","Before","Australia",1
"GEN24_1078511","After","Australia",4
"GEN24_1078511","Before","United Arab Emirates",1
"GEN24_1078519","Before","Singapore",2
"GEN24_1078520","After","Singapore",6
"GEN24_1078520","Before","United States of America",6
"GEN24_1078522","Before","Australia",7
"GEN24_1078525","Before","Japan",6
"GEN24_1078525","Before","Malaysia",1
"GEN24_1078544","After","Malaysia",3
"GEN24_1078544","Before","Malaysia",3
"GEN24_1078612","Before","Qatar",1
"GEN24_1078619","Before","Hong Kong (Special Administrative Region)",1
"GEN24_1078620","After","Hong Kong (Special Administrative Region)",1
"GEN24_1078633","After","Australia",9
"GEN24_1078633","After","Canada",9
"GEN24_1078633","After","Hong Kong (Special Administrative Region)",9
"GEN24_1078633","After","Japan",9
"GEN24_1078633","After","Taiwan",9
"GEN24_1078663","Before","Indonesia",29
"GEN24_1078669","After","Australia",16
"GEN24_1078669","Before","Australia",2
"GEN24_1078669","Before","Fiji",6
"GEN24_1078683","After","Fiji",1
"GEN24_1078683","After","Kiribati",4
"GEN24_1078683","Before","Fiji",1
"GEN24_1078683","Before","Kiribati",4
"GEN24_1078684","After","China, People's Republic of",1
"GEN24_1078684","Before","Kiribati",4
"GEN24_1078684","Before","Tonga",4
"GEN24_1078686","After","Australia",30
"GEN24_1078698","After","Australia",8
"GEN24_1078743","After","Australia",21
"GEN24_1078743","Before","Australia",99
"GEN24_1078769","Before","Australia",14
"GEN24_1078779","After","Singapore",2
"GEN24_1078779","Before","Australia",21
"GEN24_1078794","After","Australia",1
"GEN24_1078794","Before","Australia",1
"GEN24_1078799","After","United Arab Emirates",1
"GEN24_1078799","Before","United Arab Emirates",1
"GEN24_1078804","After","Australia",10
"GEN24_1078804","Before","Australia",10
"GEN24_1078816","After","Taiwan",60
"GEN24_1078816","Before","Australia",84
"GEN24_1078829","Before","Australia",90
"GEN24_1078829","Before","Iceland",12
"GEN24_1078829","Before","United States of America",90
"GEN24_1078854","After","Hong Kong (Special Administrative Region)",1
"GEN24_1078864","Before","Japan",7
"GEN24_1078895","Before","Australia",1
"GEN24_1078923","After","Cook Islands",10
"GEN24_1079007","After","Australia",10
"GEN24_1079029","After","Australia",1
"GEN24_1079029","Before","Australia",36
"GEN24_1079037","Before","Australia",4
"GEN24_1079045","After","Australia",1
"GEN24_1079045","Before","Australia",14
"GEN24_1079050","Before","Fiji",3
"GEN24_1079057","Before","Fiji",15
"GEN24_1079069","After","Canada",2
"GEN24_1079070","After","Australia",8
"GEN24_1079072","After","United States of America",1
"GEN24_1079072","Before","United States of America",1
"GEN24_1079081","After","Canada",1
"GEN24_1079081","Before","Singapore",1
"GEN24_1079090","After","Cook Islands",12
"GEN24_1079099","After","China, People's Republic of",99
"GEN24_1079101","Before","Japan",14
"GEN24_1079147","After","Niue",14
"GEN24_1079164","Before","Australia",1
"GEN24_1079181","Before","Australia",6
"GEN24_1079254","After","Fiji",3
"GEN24_1079254","After","Qatar",1
"GEN24_1079266","After","Fiji",7
"GEN24_1079269","After","Fiji",7
"GEN24_1079299","After","Australia",60
"GEN24_1079299","Before","Australia",30
"GEN24_1079317","Before","Australia",1
"GEN24_1079346","After","Australia",20
"GEN24_1079359","Before","Singapore",1
"GEN24_1079382","Before","China, People's Republic of",1
"GEN24_1079394","After","Canada",7
"GEN24_1079394","After","Fiji",7
"GEN24_1079394","After","Japan",7
"GEN24_1079394","After","Thailand",7
"GEN24_1079394","After","Viet Nam",7
"GEN24_1079394","Before","Canada",7
"GEN24_1079394","Before","Japan",7
"GEN24_1079394","Before","Thailand",7
"GEN24_1079399","After","Australia",1
"GEN24_1079410","After","Australia",3
"GEN24_1079427","After","Australia",30
"GEN24_1079427","Before","Australia",2
"GEN24_1079437","After","Indonesia",5
"GEN24_1079437","Before","Australia",5
"GEN24_1079437","Before","Fiji",4
"GEN24_1079444","Before","Australia",1
"GEN24_1079471","After","Fiji",4
"GEN24_1079482","After","Qatar",1
"GEN24_1079482","Before","Qatar",1
"GEN24_1079494","After","Thailand",7
"GEN24_1079494","Before","Singapore",3
"GEN24_1079494","Before","Thailand",40
"GEN24_1079497","After","Hong Kong (Special Administrative Region)",1
"GEN24_1079497","Before","Hong Kong (Special Administrative Region)",3
"GEN24_1079525","After","Australia",8
"GEN24_1079529","Before","United Arab Emirates",1
"GEN24_1079534","Before","Australia",11
"GEN24_1079536","After","Scotland",1
"GEN24_1079537","After","United Arab Emirates",3
"GEN24_1079537","Before","United Arab Emirates",1
"GEN24_1079564","After","Hong Kong (Special Administrative Region)",1
"GEN24_1079564","Before","Hong Kong (Special Administrative Region)",1
"GEN24_1079577","Before","Australia",12
"GEN24_1079577","Before","Singapore",2
"GEN24_1079597","After","Korea, Republic of",3
"GEN24_1079637","Before","Australia",30
"GEN24_1079642","After","Hong Kong (Special Administrative Region)",1
"GEN24_1079642","Before","China, People's Republic of",1
"GEN24_1079642","Before","Malaysia",1
"GEN24_1079650","Before","French Polynesia",15
"GEN24_1079652","After","Singapore",2
"GEN24_1079652","Before","United States of America",1
"GEN24_1079664","After","United States of America",10
"GEN24_1079664","Before","United States of America",10
