response_id,mobility_hearing_even_if_using_a_hearing_device,mobility_remembering_or_concentrating,mobility_seeing_even_when_wearing_glasses,mobility_walking_or_climbing_stairs
GEN24_1051863,4,4,4,4
GEN24_1051864,4,4,4,4
GEN24_1051867,4,4,4,4
GEN24_1051868,4,4,4,4
GEN24_1051879,4,4,4,4
GEN24_1051880,4,4,4,4
GEN24_1051881,4,4,4,4
GEN24_1051882,4,4,4,4
GEN24_1051886,4,4,4,4
GEN24_1051887,4,4,4,4
GEN24_1051889,4,4,4,4
GEN24_1051900,4,4,3,4
GEN24_1051901,4,3,3,3
GEN24_1051952,4,4,4,4
GEN24_1051955,4,3,4,4
GEN24_1051956,4,4,4,4
GEN24_1051957,4,4,4,4
GEN24_1051961,4,4,4,4
GEN24_1051963,4,4,4,4
GEN24_1051966,4,4,4,4
GEN24_1051968,4,4,3,4
GEN24_1051969,4,4,4,4
GEN24_1051972,4,4,4,4
GEN24_1051973,4,4,4,4
GEN24_1051976,4,4,4,4
GEN24_1051978,4,4,4,4
GEN24_1051979,4,4,4,4
GEN24_1051983,4,4,4,4
GEN24_1051987,4,4,4,4
GEN24_1051989,4,4,4,4
GEN24_1051998,4,3,4,4
GEN24_1052000,4,4,4,4
GEN24_1052006,4,4,4,4
GEN24_1052007,4,4,3,3
GEN24_1052010,4,4,4,4
GEN24_1052011,4,4,4,4
GEN24_1052014,4,4,4,4
GEN24_1052015,4,4,4,4
GEN24_1052027,4,4,4,3
GEN24_1052028,4,4,4,4
GEN24_1052034,4,4,4,4
GEN24_1052035,4,3,3,4
GEN24_1052045,4,4,4,4
GEN24_1052047,4,4,4,4
GEN24_1052062,4,4,4,4
GEN24_1052070,4,4,4,4
GEN24_1052071,4,4,4,4
GEN24_1052074,4,4,4,4
GEN24_1052076,4,3,4,4
GEN24_1052078,4,4,4,4
GEN24_1052080,4,4,4,4
GEN24_1052088,4,4,4,4
GEN24_1052091,4,4,4,4
GEN24_1052100,4,3,3,3
GEN24_1052101,4,4,4,4
GEN24_1052104,4,4,4,4
GEN24_1052107,4,4,4,4
GEN24_1052111,3,4,4,4
GEN24_1052115,4,4,4,4
GEN24_1052120,4,3,4,4
GEN24_1052133,4,4,4,4
GEN24_1052138,3,4,4,4
GEN24_1052139,4,4,4,4
GEN24_1052145,4,4,4,2
GEN24_1052146,4,4,4,4
GEN24_1052148,4,4,4,4
GEN24_1052155,4,4,4,4
GEN24_1052159,4,4,4,4
GEN24_1052166,4,4,4,4
GEN24_1052168,4,4,4,4
GEN24_1052170,4,4,3,4
GEN24_1052173,4,4,4,4
GEN24_1052188,4,4,4,4
GEN24_1052193,4,4,4,4
GEN24_1052194,4,4,4,4
GEN24_1052197,4,4,4,4
GEN24_1052199,4,4,4,4
GEN24_1052207,3,4,4,4
GEN24_1052211,4,3,3,4
GEN24_1052214,3,4,4,3
GEN24_1052217,4,4,3,4
GEN24_1052220,4,4,4,4
GEN24_1052231,4,4,4,4
GEN24_1052241,4,4,4,3
GEN24_1052251,4,4,3,4
GEN24_1052256,4,4,4,4
GEN24_1052259,4,4,4,4
GEN24_1052271,3,4,4,4
GEN24_1052272,4,4,4,4
GEN24_1052275,4,4,4,4
GEN24_1052277,4,4,4,3
GEN24_1052286,4,4,4,4
GEN24_1052287,4,4,4,4
GEN24_1052292,4,4,4,4
GEN24_1052293,4,4,4,4
GEN24_1052295,3,4,4,4
GEN24_1052299,4,4,4,4
GEN24_1052302,4,4,4,4
GEN24_1052305,4,4,4,4
GEN24_1052307,4,4,4,4
GEN24_1052322,4,4,4,4
GEN24_1052323,4,4,4,4
GEN24_1052326,4,4,4,4
GEN24_1052338,4,4,4,4
GEN24_1052341,4,4,4,4
GEN24_1052342,4,4,4,3
GEN24_1052351,4,4,4,4
GEN24_1052355,4,4,4,4
GEN24_1052361,4,4,4,4
GEN24_1052366,4,4,4,4
GEN24_1052381,4,4,4,4
GEN24_1052382,4,4,4,4
GEN24_1052385,4,4,4,4
GEN24_1052386,4,4,4,4
GEN24_1052393,4,4,4,4
GEN24_1052394,4,4,4,4
GEN24_1052401,4,4,4,4
GEN24_1052408,4,4,4,4
GEN24_1052415,4,4,4,4
GEN24_1052417,4,4,4,4
GEN24_1052420,4,4,4,4
GEN24_1052421,4,4,4,3
GEN24_1052424,4,4,4,4
GEN24_1052431,4,4,4,4
GEN24_1052440,4,4,4,4
GEN24_1052447,4,4,4,4
GEN24_1052449,4,4,4,4
GEN24_1052460,4,4,4,4
GEN24_1052462,4,4,4,4
GEN24_1052466,4,4,3,4
GEN24_1052467,4,4,4,4
GEN24_1052468,4,4,4,4
GEN24_1052471,4,4,4,4
GEN24_1052473,4,4,4,4
GEN24_1052474,4,4,4,4
GEN24_1052477,4,4,4,4
GEN24_1052489,4,4,4,4
GEN24_1052493,4,4,4,4
GEN24_1052497,4,4,4,4
GEN24_1052499,4,4,4,4
GEN24_1052501,3,3,4,3
GEN24_1052510,4,4,4,3
GEN24_1052512,4,4,4,4
GEN24_1052515,4,4,4,4
GEN24_1052517,4,4,4,4
GEN24_1052520,4,4,4,4
GEN24_1052524,3,4,4,4
GEN24_1052525,4,4,4,4
GEN24_1052539,4,4,4,4
GEN24_1052541,4,4,4,4
GEN24_1052553,4,4,4,4
GEN24_1052554,4,4,4,4
GEN24_1052558,4,4,4,4
GEN24_1052563,4,4,4,4
GEN24_1052568,4,4,4,4
GEN24_1052571,4,4,4,4
GEN24_1052572,4,4,4,4
GEN24_1052573,4,4,4,4
GEN24_1052576,4,4,4,4
GEN24_1052578,4,3,4,4
GEN24_1052579,4,4,4,4
GEN24_1052584,4,4,4,4
GEN24_1052586,4,4,4,4
GEN24_1052589,4,4,4,4
GEN24_1052593,4,4,4,4
GEN24_1052595,4,4,4,4
GEN24_1052596,4,4,4,4
GEN24_1052602,4,4,4,4
GEN24_1052616,4,4,4,4
GEN24_1052632,4,4,4,4
GEN24_1052635,4,4,4,4
GEN24_1052637,4,4,4,4
GEN24_1052643,4,4,4,4
GEN24_1052648,4,4,4,4
GEN24_1052652,4,4,4,4
GEN24_1052659,3,3,4,4
GEN24_1052668,3,4,4,4
GEN24_1052673,4,4,4,4
GEN24_1052678,4,4,4,4
GEN24_1052682,4,4,4,4
GEN24_1052684,4,4,4,4
GEN24_1052688,4,4,4,4
GEN24_1052696,4,4,4,4
GEN24_1052704,4,4,4,4
GEN24_1052709,4,4,4,4
GEN24_1052713,4,4,4,4
GEN24_1052715,4,4,4,4
GEN24_1052718,4,4,4,4
GEN24_1052719,4,4,4,4
GEN24_1052723,4,4,4,4
GEN24_1052726,4,4,4,4
GEN24_1052729,4,4,4,4
GEN24_1052730,4,4,4,3
GEN24_1052731,4,4,4,4
GEN24_1052732,4,4,4,4
GEN24_1052733,4,4,4,4
GEN24_1052735,4,3,4,4
GEN24_1052745,4,4,4,4
GEN24_1052750,4,4,4,4
GEN24_1052752,4,4,4,4
GEN24_1052753,4,4,4,4
GEN24_1052756,4,4,4,4
GEN24_1052757,3,4,4,3
GEN24_1052763,4,4,4,3
GEN24_1052766,4,4,4,4
GEN24_1052767,4,4,4,4
GEN24_1052768,4,4,4,4
GEN24_1052777,4,4,4,4
GEN24_1052781,4,4,4,4
GEN24_1052785,4,4,4,4
GEN24_1052789,4,4,4,4
GEN24_1052793,4,3,4,3
GEN24_1052794,4,4,4,4
GEN24_1052796,3,4,3,3
GEN24_1052798,4,4,4,4
GEN24_1052802,4,4,4,4
GEN24_1052808,4,4,4,4
GEN24_1052809,4,4,4,4
GEN24_1052817,4,4,4,4
GEN24_1052819,4,4,4,4
GEN24_1052823,4,4,4,4
GEN24_1052830,4,4,4,4
GEN24_1052831,3,4,4,4
GEN24_1052837,4,4,4,4
GEN24_1052845,4,4,4,4
GEN24_1052852,3,4,4,3
GEN24_1052855,4,4,4,3
GEN24_1052857,4,4,4,1
GEN24_1052863,4,4,3,4
GEN24_1052869,4,4,4,4
GEN24_1052871,4,4,4,4
GEN24_1052872,4,4,4,4
GEN24_1052878,4,4,4,4
GEN24_1052884,4,4,4,4
GEN24_1052887,4,4,3,4
GEN24_1052890,4,4,4,4
GEN24_1052899,4,4,4,4
GEN24_1052904,4,4,4,4
GEN24_1052905,4,4,4,3
GEN24_1052917,4,4,4,4
GEN24_1052922,4,4,4,4
GEN24_1052925,4,4,4,3
GEN24_1052926,3,4,4,4
GEN24_1052929,4,4,4,4
GEN24_1052930,4,4,4,4
GEN24_1052933,4,4,4,4
GEN24_1052936,4,4,4,4
GEN24_1052941,4,4,4,4
GEN24_1052949,4,4,4,4
GEN24_1052952,4,4,4,4
GEN24_1052954,4,4,4,4
GEN24_1052955,4,4,4,4
GEN24_1052958,3,3,3,3
GEN24_1052968,4,4,4,3
GEN24_1052979,4,4,4,4
GEN24_1052980,4,4,4,4
GEN24_1052981,4,4,4,4
GEN24_1052983,4,4,4,4
GEN24_1052984,4,4,4,4
GEN24_1052987,4,4,4,4
GEN24_1052992,4,4,4,4
GEN24_1053019,4,4,4,4
GEN24_1053023,4,4,4,4
GEN24_1053024,4,4,4,4
GEN24_1053033,4,4,4,4
GEN24_1053045,4,4,4,4
GEN24_1053046,3,4,4,4
GEN24_1053050,4,4,4,3
GEN24_1053053,4,4,4,4
GEN24_1053061,4,4,4,4
GEN24_1053068,4,4,4,4
GEN24_1053070,4,4,4,4
GEN24_1053074,4,4,4,4
GEN24_1053081,4,4,4,4
GEN24_1053082,4,4,4,4
GEN24_1053083,4,4,4,4
GEN24_1053085,4,4,4,4
GEN24_1053086,4,4,4,4
GEN24_1053090,4,4,4,4
GEN24_1053091,4,4,4,4
GEN24_1053094,4,4,4,4
GEN24_1053097,4,4,4,4
GEN24_1053101,4,4,4,4
GEN24_1053109,4,4,4,4
GEN24_1053110,4,4,4,4
GEN24_1053114,4,4,4,4
GEN24_1053115,4,4,4,4
GEN24_1053125,4,4,3,4
GEN24_1053126,4,4,4,4
GEN24_1053131,4,4,4,4
GEN24_1053139,4,4,4,3
GEN24_1053142,4,4,4,4
GEN24_1053147,4,4,4,4
GEN24_1053149,4,4,4,3
GEN24_1053150,4,4,3,4
GEN24_1053151,4,4,4,4
GEN24_1053152,4,4,4,4
GEN24_1053155,4,4,4,4
GEN24_1053162,4,4,3,4
GEN24_1053163,4,4,2,4
GEN24_1053165,4,4,4,4
GEN24_1053166,4,4,4,4
GEN24_1053168,4,4,3,4
GEN24_1053171,4,4,3,4
GEN24_1053172,4,4,4,4
GEN24_1053174,4,4,4,4
GEN24_1053186,4,4,4,4
GEN24_1053187,4,4,4,4
GEN24_1053192,4,4,4,4
GEN24_1053195,4,4,4,4
GEN24_1053203,4,4,4,4
GEN24_1053207,4,4,4,4
GEN24_1053213,3,3,3,4
GEN24_1053220,3,4,4,4
GEN24_1053221,4,4,4,4
GEN24_1053222,4,4,4,4
GEN24_1053227,4,4,4,4
GEN24_1053228,4,4,4,4
GEN24_1053241,4,4,4,4
GEN24_1053245,4,4,4,3
GEN24_1053246,4,4,4,4
GEN24_1053250,4,4,4,4
GEN24_1053255,4,3,3,4
GEN24_1053260,4,4,4,4
GEN24_1053264,3,4,4,4
GEN24_1053268,4,4,4,4
GEN24_1053269,4,4,3,4
GEN24_1053271,4,4,3,4
GEN24_1053272,4,3,4,4
GEN24_1053273,4,4,4,4
GEN24_1053276,4,4,4,4
GEN24_1053279,4,4,4,4
GEN24_1053284,4,4,4,4
GEN24_1053288,4,4,4,4
GEN24_1053290,4,4,4,4
GEN24_1053292,4,4,4,4
GEN24_1053301,4,4,4,3
GEN24_1053304,4,4,4,4
GEN24_1053305,4,4,4,4
GEN24_1053308,4,4,3,4
GEN24_1053310,4,4,4,3
GEN24_1053312,4,4,4,4
GEN24_1053315,4,4,4,4
GEN24_1053316,4,4,4,4
GEN24_1053321,3,3,4,4
GEN24_1053327,4,4,4,4
GEN24_1053340,4,4,4,4
GEN24_1053345,4,4,4,4
GEN24_1053354,4,4,4,4
GEN24_1053355,4,4,4,4
GEN24_1053364,4,4,4,4
GEN24_1053366,4,4,4,4
GEN24_1053367,4,4,4,4
GEN24_1053372,4,4,4,4
GEN24_1053373,4,4,4,4
GEN24_1053374,4,4,4,4
GEN24_1053383,4,4,4,4
GEN24_1053384,4,4,4,3
GEN24_1053385,4,4,4,4
GEN24_1053390,4,4,4,3
GEN24_1053399,4,4,4,4
GEN24_1053400,4,4,4,4
GEN24_1053403,4,4,4,4
GEN24_1053404,4,4,4,4
GEN24_1053405,4,4,3,4
GEN24_1053410,4,4,4,4
GEN24_1053411,4,4,4,4
GEN24_1053412,4,4,4,4
GEN24_1053413,4,4,3,4
GEN24_1053419,4,4,4,4
GEN24_1053423,4,4,4,4
GEN24_1053432,4,3,4,4
GEN24_1053437,4,4,4,4
GEN24_1053438,4,4,4,4
GEN24_1053439,4,4,4,4
GEN24_1053443,4,4,4,4
GEN24_1053444,4,4,4,4
GEN24_1053451,4,4,4,4
GEN24_1053453,4,4,4,4
GEN24_1053454,4,4,4,4
GEN24_1053456,4,4,4,4
GEN24_1053457,4,4,4,4
GEN24_1053459,4,4,4,4
GEN24_1053470,4,4,4,4
GEN24_1053477,4,4,4,4
GEN24_1053482,4,4,4,4
GEN24_1053485,4,4,4,4
GEN24_1053495,4,4,4,4
GEN24_1053502,4,4,4,4
GEN24_1053503,4,4,4,4
GEN24_1053507,4,4,4,4
GEN24_1053508,4,4,4,4
GEN24_1053509,4,4,4,4
GEN24_1053516,4,4,3,3
GEN24_1053530,4,4,4,4
GEN24_1053539,4,4,3,3
GEN24_1053540,4,4,4,4
GEN24_1053542,4,4,4,3
GEN24_1053546,4,4,4,4
GEN24_1053549,4,3,4,4
GEN24_1053555,3,3,4,3
GEN24_1053567,4,4,4,4
GEN24_1053573,4,4,4,4
GEN24_1053575,4,4,4,4
GEN24_1053588,4,4,3,3
GEN24_1053591,4,4,4,3
GEN24_1053598,4,4,4,4
GEN24_1053599,4,4,4,4
GEN24_1053601,4,4,4,4
GEN24_1053603,4,4,4,4
GEN24_1053607,4,4,4,4
GEN24_1053609,4,4,4,4
GEN24_1053612,4,4,4,4
GEN24_1053615,3,4,4,4
GEN24_1053620,4,4,4,4
GEN24_1053621,1,1,1,1
GEN24_1053623,4,4,4,4
GEN24_1053624,4,4,3,4
GEN24_1053625,3,4,3,4
GEN24_1053626,4,4,4,4
GEN24_1053627,4,4,4,4
GEN24_1053629,4,4,4,3
GEN24_1053641,4,4,4,4
GEN24_1053644,4,4,4,4
GEN24_1053647,4,4,4,4
GEN24_1053648,4,4,4,2
GEN24_1053653,4,4,4,4
GEN24_1053655,4,4,3,4
GEN24_1053660,4,4,4,4
GEN24_1053662,4,4,4,4
GEN24_1053664,4,4,4,4
GEN24_1053666,3,3,3,3
GEN24_1053668,4,4,4,4
GEN24_1053671,3,4,2,3
GEN24_1053680,4,4,4,4
GEN24_1053689,4,4,4,4
GEN24_1053690,4,4,4,4
GEN24_1053693,4,4,4,4
GEN24_1053697,4,4,4,4
GEN24_1053705,3,4,3,3
GEN24_1053709,4,4,4,4
GEN24_1053715,3,4,4,4
GEN24_1053718,4,4,4,4
GEN24_1053723,4,4,4,4
GEN24_1053730,4,4,4,4
GEN24_1053734,4,4,4,4
GEN24_1053735,4,4,4,4
GEN24_1053738,4,4,4,4
GEN24_1053744,4,4,4,4
GEN24_1053746,4,4,4,4
GEN24_1053753,4,4,4,4
GEN24_1053765,4,4,4,4
GEN24_1053774,3,3,3,3
GEN24_1053777,4,4,4,4
GEN24_1053778,4,3,4,4
GEN24_1053797,4,4,4,4
GEN24_1053798,3,4,3,4
GEN24_1053802,4,4,4,4
GEN24_1053803,4,4,4,4
GEN24_1053808,4,4,4,4
GEN24_1053810,4,4,4,4
GEN24_1053816,4,4,4,4
GEN24_1053819,4,4,4,4
GEN24_1053821,4,4,4,4
GEN24_1053822,4,4,4,4
GEN24_1053823,4,4,4,4
GEN24_1053825,4,4,4,4
GEN24_1053834,3,4,3,4
GEN24_1053835,4,4,4,4
GEN24_1053836,4,4,4,4
GEN24_1053843,4,4,4,4
GEN24_1053844,4,4,4,4
GEN24_1053846,4,4,4,4
GEN24_1053851,4,4,4,4
GEN24_1053853,4,4,4,4
GEN24_1053866,4,4,4,4
GEN24_1053871,4,4,4,4
GEN24_1053873,4,4,4,4
GEN24_1053874,4,4,4,4
GEN24_1053878,3,4,4,4
GEN24_1053883,4,4,4,4
GEN24_1053886,4,4,4,4
GEN24_1053891,3,4,4,4
GEN24_1053895,4,4,4,4
GEN24_1053896,4,4,4,4
GEN24_1053900,4,4,4,4
GEN24_1053905,4,4,4,4
GEN24_1053906,4,4,4,4
GEN24_1053914,4,4,4,4
GEN24_1053915,4,4,4,4
GEN24_1053917,4,4,4,4
GEN24_1053927,3,4,4,4
GEN24_1053930,4,4,4,4
GEN24_1053932,4,4,4,4
GEN24_1053939,4,4,4,3
GEN24_1053940,4,4,4,4
GEN24_1053945,4,4,4,4
GEN24_1053949,4,4,4,4
GEN24_1053957,4,4,4,4
GEN24_1053962,4,4,4,4
GEN24_1053965,4,4,4,4
GEN24_1053973,4,4,4,4
GEN24_1053976,4,4,4,4
GEN24_1053977,4,4,3,2
GEN24_1053980,4,4,4,3
GEN24_1053981,4,4,4,4
GEN24_1053986,4,4,4,4
GEN24_1053993,4,4,4,4
GEN24_1053996,4,4,4,4
GEN24_1054010,4,4,4,3
GEN24_1054013,4,4,4,4
GEN24_1054031,3,3,4,3
GEN24_1054033,4,4,4,4
GEN24_1054039,4,4,4,4
GEN24_1054041,4,4,4,3
GEN24_1054043,4,4,4,4
GEN24_1054045,4,4,4,4
GEN24_1054052,4,4,4,4
GEN24_1054056,4,4,4,4
GEN24_1054057,3,4,4,4
GEN24_1054058,4,4,4,4
GEN24_1054060,3,4,4,3
GEN24_1054062,4,4,4,4
GEN24_1054063,4,4,4,4
GEN24_1054064,4,4,4,4
GEN24_1054065,4,4,4,4
GEN24_1054066,4,4,4,4
GEN24_1054067,4,4,4,4
GEN24_1054071,4,4,4,4
GEN24_1054073,2,4,4,4
GEN24_1054076,4,4,4,4
GEN24_1054077,4,4,4,4
GEN24_1054084,4,4,4,4
GEN24_1054086,4,4,3,4
GEN24_1054090,4,4,4,3
GEN24_1054094,4,4,4,4
GEN24_1054095,4,4,4,4
GEN24_1054100,4,4,4,3
GEN24_1054103,4,3,4,3
GEN24_1054105,4,4,3,4
GEN24_1054106,4,4,4,4
GEN24_1054111,4,4,4,4
GEN24_1054113,3,4,4,4
GEN24_1054116,4,4,4,4
GEN24_1054117,4,4,4,4
GEN24_1054121,4,4,4,4
GEN24_1054126,4,4,4,4
GEN24_1054130,4,4,4,4
GEN24_1054131,3,4,4,4
GEN24_1054135,3,4,4,4
GEN24_1054136,4,4,4,4
GEN24_1054142,4,4,4,4
GEN24_1054146,4,4,4,4
GEN24_1054149,4,4,4,4
GEN24_1054153,4,3,3,3
GEN24_1054158,4,4,3,3
GEN24_1054168,4,4,4,4
GEN24_1054171,4,3,3,4
GEN24_1054174,4,4,4,4
GEN24_1054180,4,3,3,4
GEN24_1054183,4,3,4,4
GEN24_1054187,4,4,4,4
GEN24_1054188,4,4,4,4
GEN24_1054197,4,4,4,4
GEN24_1054201,4,4,4,4
GEN24_1054205,3,4,4,4
GEN24_1054213,4,4,3,4
GEN24_1054214,4,4,4,4
GEN24_1054215,3,4,4,4
GEN24_1054218,4,4,4,4
GEN24_1054226,4,4,3,4
GEN24_1054236,4,4,4,4
GEN24_1054239,4,4,4,4
GEN24_1054244,4,4,4,4
GEN24_1054246,4,4,4,4
GEN24_1054247,4,4,4,4
GEN24_1054248,4,4,4,4
GEN24_1054251,4,4,4,4
GEN24_1054261,4,4,4,4
GEN24_1054269,3,4,3,4
GEN24_1054275,4,4,4,4
GEN24_1054276,4,4,4,4
GEN24_1054281,4,4,4,4
GEN24_1054289,4,4,4,4
GEN24_1054293,4,4,4,4
GEN24_1054294,4,4,4,4
GEN24_1054295,4,4,4,4
GEN24_1054296,4,4,4,4
GEN24_1054312,4,4,4,3
GEN24_1054319,4,4,4,4
GEN24_1054322,4,4,4,4
GEN24_1054327,3,4,4,4
GEN24_1054328,4,4,4,4
GEN24_1054333,4,4,4,4
GEN24_1054353,4,4,4,4
GEN24_1054354,4,4,4,4
GEN24_1054357,4,4,4,4
GEN24_1054362,4,4,3,4
GEN24_1054364,4,4,4,3
GEN24_1054373,4,4,4,4
GEN24_1054376,4,4,4,4
GEN24_1054377,4,3,4,4
GEN24_1054380,4,4,4,4
GEN24_1054391,4,4,4,4
GEN24_1054400,4,4,4,4
GEN24_1054403,3,4,3,3
GEN24_1054404,4,4,4,4
GEN24_1054411,4,4,4,4
GEN24_1054415,4,3,4,4
GEN24_1054422,4,4,4,4
GEN24_1054424,4,4,4,4
GEN24_1054426,4,3,4,4
GEN24_1054429,4,4,4,4
GEN24_1054434,4,4,4,4
GEN24_1054438,4,4,4,4
GEN24_1054440,4,4,4,4
GEN24_1054443,4,4,4,4
GEN24_1054446,4,4,4,3
GEN24_1054449,4,4,4,4
GEN24_1054450,4,4,4,4
GEN24_1054456,4,4,4,4
GEN24_1054465,4,4,4,4
GEN24_1054472,4,3,4,4
GEN24_1054474,4,4,4,4
GEN24_1054475,4,4,4,4
GEN24_1054479,4,4,4,4
GEN24_1054483,4,4,4,4
GEN24_1054485,4,3,4,4
GEN24_1054488,4,4,4,4
GEN24_1054504,4,4,4,4
GEN24_1054509,4,4,4,4
GEN24_1054512,4,4,4,4
GEN24_1054518,4,4,4,4
GEN24_1054520,3,4,4,4
GEN24_1054528,4,4,4,4
GEN24_1054531,4,4,4,4
GEN24_1054536,4,4,4,4
GEN24_1054545,4,4,4,4
GEN24_1054555,4,4,4,3
GEN24_1054557,4,4,4,4
GEN24_1054560,3,4,4,4
GEN24_1054568,4,4,3,4
GEN24_1054574,4,4,4,3
GEN24_1054579,4,4,4,4
GEN24_1054581,4,4,4,4
GEN24_1054590,4,4,4,3
GEN24_1054602,4,4,4,4
GEN24_1054603,4,4,4,4
GEN24_1054604,4,4,4,4
GEN24_1054610,4,4,4,3
GEN24_1054612,4,4,4,4
GEN24_1054616,4,4,4,4
GEN24_1054626,4,4,4,4
GEN24_1054629,4,4,4,4
GEN24_1054632,3,4,4,3
GEN24_1054641,4,4,4,4
GEN24_1054643,4,4,4,4
GEN24_1054645,4,4,4,4
GEN24_1054650,4,4,4,4
GEN24_1054651,4,4,4,4
GEN24_1054653,4,4,4,4
GEN24_1054655,4,4,4,3
GEN24_1054656,4,4,4,4
GEN24_1054658,4,4,4,4
GEN24_1054669,4,4,4,4
GEN24_1054670,4,4,4,4
GEN24_1054674,4,4,3,4
GEN24_1054675,4,4,4,4
GEN24_1054676,4,4,4,4
GEN24_1054682,4,4,4,4
GEN24_1054687,4,4,4,4
GEN24_1054688,4,4,4,4
GEN24_1054694,4,4,4,3
GEN24_1054695,3,4,4,4
GEN24_1054698,4,4,4,4
GEN24_1054700,4,4,4,4
GEN24_1054701,4,4,4,4
GEN24_1054703,4,4,4,4
GEN24_1054705,4,4,4,4
GEN24_1054707,4,4,4,4
GEN24_1054709,4,4,4,4
GEN24_1054713,4,4,4,3
GEN24_1054716,4,4,4,4
GEN24_1054717,4,4,4,4
GEN24_1054723,4,4,4,4
GEN24_1054738,4,4,4,4
GEN24_1054749,4,4,4,4
GEN24_1054755,4,4,4,4
GEN24_1054759,4,4,4,4
GEN24_1054762,4,4,3,4
GEN24_1054765,4,4,4,4
GEN24_1054766,4,4,4,4
GEN24_1054768,4,4,4,4
GEN24_1054769,4,4,4,4
GEN24_1054786,3,3,3,3
GEN24_1054787,4,4,4,4
GEN24_1054788,4,4,4,4
GEN24_1054789,4,4,3,4
GEN24_1054792,3,4,4,3
GEN24_1054793,4,4,4,4
GEN24_1054794,4,4,4,4
GEN24_1054795,4,4,4,4
GEN24_1054798,4,4,4,4
GEN24_1054807,4,4,4,4
GEN24_1054812,2,4,4,3
GEN24_1054813,4,4,4,4
GEN24_1054815,4,4,4,4
GEN24_1054816,4,4,4,4
GEN24_1054817,3,4,3,4
GEN24_1054821,4,4,4,3
GEN24_1054822,4,3,4,4
GEN24_1054833,4,4,4,3
GEN24_1054835,4,4,4,4
GEN24_1054838,4,4,4,4
GEN24_1054842,3,4,4,4
GEN24_1054845,3,4,4,4
GEN24_1054847,4,4,4,4
GEN24_1054848,3,4,3,4
GEN24_1054850,4,4,4,4
GEN24_1054865,4,4,4,4
GEN24_1054868,4,4,4,4
GEN24_1054871,4,4,4,3
GEN24_1054881,4,4,4,4
GEN24_1054882,4,4,4,4
GEN24_1054895,4,4,4,4
GEN24_1054898,4,4,4,3
GEN24_1054915,4,4,4,4
GEN24_1054920,4,4,4,4
GEN24_1054925,4,4,4,4
GEN24_1054928,4,4,4,4
GEN24_1054929,4,4,3,4
GEN24_1054934,4,4,4,4
GEN24_1054940,4,4,4,4
GEN24_1054943,4,4,4,4
GEN24_1054958,4,4,4,4
GEN24_1054960,4,4,4,4
GEN24_1054963,4,4,4,4
GEN24_1054969,3,4,4,4
GEN24_1054970,4,4,4,3
GEN24_1054974,4,4,4,4
GEN24_1054980,4,4,4,4
GEN24_1054983,4,4,4,4
GEN24_1055003,4,4,4,4
GEN24_1055009,4,4,4,4
GEN24_1055014,4,4,4,3
GEN24_1055023,4,4,4,4
GEN24_1055029,4,4,4,4
GEN24_1055032,4,4,4,4
GEN24_1055033,4,4,4,4
GEN24_1055036,4,4,4,4
GEN24_1055039,4,4,4,4
GEN24_1055040,4,4,4,4
GEN24_1055041,4,4,4,4
GEN24_1055042,4,4,4,4
GEN24_1055048,4,4,4,4
GEN24_1055058,4,4,4,4
GEN24_1055061,4,4,4,4
GEN24_1055069,4,4,4,4
GEN24_1055072,4,4,4,4
GEN24_1055078,4,4,4,4
GEN24_1055094,3,4,4,4
GEN24_1055096,4,4,4,4
GEN24_1055101,4,4,4,4
GEN24_1055105,4,4,4,4
GEN24_1055117,4,4,4,3
GEN24_1055118,4,4,4,4
GEN24_1055121,4,4,4,4
GEN24_1055122,3,4,4,4
GEN24_1055127,4,4,4,4
GEN24_1055128,4,4,4,4
GEN24_1055134,4,4,4,4
GEN24_1055136,4,4,4,4
GEN24_1055138,4,4,4,3
GEN24_1055145,4,4,4,4
GEN24_1055150,4,4,4,4
GEN24_1055151,4,4,4,3
GEN24_1055159,4,4,4,4
GEN24_1055161,4,4,4,4
GEN24_1055187,4,4,3,4
GEN24_1055190,3,4,4,4
GEN24_1055200,4,4,4,4
GEN24_1055205,4,4,4,4
GEN24_1055206,4,4,4,4
GEN24_1055211,4,4,4,4
GEN24_1055221,4,4,4,4
GEN24_1055231,4,4,4,4
GEN24_1055232,4,4,4,4
GEN24_1055236,4,4,3,4
GEN24_1055237,4,4,4,4
GEN24_1055238,4,4,4,4
GEN24_1055241,4,4,4,3
GEN24_1055242,4,4,4,4
GEN24_1055249,4,4,4,4
GEN24_1055250,4,4,4,4
GEN24_1055254,4,4,4,4
GEN24_1055256,4,4,4,4
GEN24_1055260,4,4,4,4
GEN24_1055270,4,4,4,4
GEN24_1055274,4,4,4,4
GEN24_1055276,4,4,3,4
GEN24_1055277,4,4,4,4
GEN24_1055279,4,4,4,4
GEN24_1055286,4,4,4,4
GEN24_1055293,4,4,4,3
GEN24_1055296,4,4,3,4
GEN24_1055297,4,4,4,4
GEN24_1055298,4,4,4,4
GEN24_1055303,4,4,4,4
GEN24_1055308,4,4,4,4
GEN24_1055330,4,4,4,4
GEN24_1055335,3,3,4,4
GEN24_1055339,4,4,4,4
GEN24_1055343,4,4,4,4
GEN24_1055344,4,4,4,4
GEN24_1055345,4,4,4,4
GEN24_1055347,4,4,4,4
GEN24_1055352,4,4,4,4
GEN24_1055354,3,4,4,4
