response_id,other_countries_visited_other_countries,other_countries_no_countries_visited,other_countries_visited_before,other_countries_visited_after
GEN24_1025501,1,1,1,1
GEN24_1025507,1,2,1,0
GEN24_1025597,1,1,1,0
GEN24_1025604,1,1,1,1
GEN24_1025608,1,2,1,1
GEN24_1025623,1,1,0,1
GEN24_1025632,1,1,1,0
GEN24_1025641,1,2,1,1
GEN24_1025645,1,1,1,0
GEN24_1025649,1,1,0,1
GEN24_1025673,1,2,1,1
GEN24_1025674,1,1,1,0
GEN24_1025691,1,1,1,1
GEN24_1025694,1,1,0,1
GEN24_1025706,1,2,1,0
GEN24_1025716,1,1,1,1
GEN24_1025719,1,1,0,1
GEN24_1025766,1,3,1,0
GEN24_1025780,1,2,1,1
GEN24_1025781,1,3,1,0
GEN24_1025789,1,1,1,0
GEN24_1025887,1,3,1,1
GEN24_1025904,1,2,0,1
GEN24_1025907,1,1,1,0
GEN24_1025927,1,1,1,1
GEN24_1025967,1,2,1,1
GEN24_1025973,1,1,1,0
GEN24_1025986,1,2,1,1
GEN24_1026000,1,1,1,0
GEN24_1026014,1,1,0,1
GEN24_1026032,1,1,1,1
GEN24_1026067,1,2,1,0
GEN24_1026071,1,1,1,0
GEN24_1026082,1,1,1,1
GEN24_1026087,1,1,1,1
GEN24_1026089,1,1,1,1
GEN24_1026109,1,1,0,1
GEN24_1026116,1,1,1,0
GEN24_1026117,1,1,1,0
GEN24_1026145,1,1,0,1
GEN24_1026153,1,1,1,0
GEN24_1026183,1,1,0,1
GEN24_1026206,1,1,1,1
GEN24_1026221,1,1,0,1
GEN24_1026223,1,1,0,1
GEN24_1026234,1,3,1,1
GEN24_1026262,1,2,1,1
GEN24_1026282,1,2,1,1
GEN24_1026285,1,1,1,0
GEN24_1026298,1,1,0,1
GEN24_1026301,1,1,0,1
GEN24_1026306,1,2,1,1
GEN24_1026327,1,1,1,1
GEN24_1026349,1,1,1,0
GEN24_1026350,1,1,1,0
GEN24_1026354,1,3,1,0
GEN24_1026357,1,2,0,1
GEN24_1026395,1,1,0,1
GEN24_1026402,1,1,1,0
GEN24_1026425,1,1,0,1
GEN24_1026437,1,1,1,0
GEN24_1026440,1,1,0,1
GEN24_1026460,1,1,0,1
GEN24_1026484,1,1,1,1
GEN24_1026499,1,2,1,1
GEN24_1026502,1,1,1,0
GEN24_1026513,1,2,1,1
GEN24_1026521,1,1,1,0
GEN24_1026532,1,1,1,0
GEN24_1026542,1,3,1,1
GEN24_1026581,1,2,1,1
GEN24_1026586,1,1,1,1
GEN24_1026588,1,1,1,0
GEN24_1026598,1,1,0,1
GEN24_1026602,1,1,0,1
GEN24_1026603,1,5,1,1
GEN24_1026624,1,5,1,1
GEN24_1026628,1,1,1,1
GEN24_1026653,1,1,0,1
GEN24_1026691,1,1,0,1
GEN24_1026717,1,5,1,0
GEN24_1026772,1,1,1,1
GEN24_1026776,1,1,0,1
GEN24_1026821,1,1,1,1
GEN24_1026881,1,1,1,0
GEN24_1026890,1,1,1,0
GEN24_1026927,1,2,1,1
GEN24_1026942,1,2,1,1
GEN24_1026973,1,1,1,0
GEN24_1026974,1,1,0,1
GEN24_1027018,1,1,0,1
GEN24_1027034,1,5,1,1
GEN24_1027041,1,1,1,1
GEN24_1027060,1,1,1,1
GEN24_1027074,1,1,0,1
GEN24_1027082,1,1,1,0
GEN24_1027094,1,1,1,0
GEN24_1027137,1,3,1,0
GEN24_1027144,1,1,1,0
GEN24_1027162,1,1,0,1
GEN24_1027202,1,1,1,0
GEN24_1027204,1,1,1,0
GEN24_1027210,1,4,1,1
GEN24_1027225,1,5,1,1
GEN24_1027227,1,1,0,1
GEN24_1027281,1,1,1,0
GEN24_1027285,1,3,1,1
GEN24_1027286,1,1,1,1
GEN24_1027300,1,1,1,0
GEN24_1027302,1,1,1,0
GEN24_1027315,1,1,1,1
GEN24_1027321,1,1,1,0
GEN24_1027328,1,1,0,1
GEN24_1027332,1,1,1,1
GEN24_1027348,1,1,1,0
GEN24_1027357,1,1,1,0
GEN24_1027411,1,1,1,0
GEN24_1027429,1,1,0,1
GEN24_1027445,1,5,1,1
GEN24_1027474,1,1,1,1
GEN24_1027510,1,2,1,1
GEN24_1027531,1,1,1,1
GEN24_1027534,1,2,1,1
GEN24_1027541,1,2,1,1
GEN24_1027645,1,2,1,1
GEN24_1027671,1,1,0,1
GEN24_1027715,1,1,0,1
GEN24_1027718,1,2,1,1
GEN24_1027743,1,1,1,0
GEN24_1027753,1,1,1,0
GEN24_1027754,1,2,1,0
GEN24_1027761,1,1,1,0
GEN24_1027773,1,1,1,0
GEN24_1027783,1,1,0,1
GEN24_1027798,1,1,0,1
GEN24_1027805,1,1,0,1
GEN24_1027821,1,1,0,1
GEN24_1027835,1,1,1,1
GEN24_1027850,1,1,1,0
GEN24_1027855,1,2,0,1
GEN24_1027867,1,1,1,0
GEN24_1027882,1,2,1,1
GEN24_1027903,1,2,1,1
GEN24_1027907,1,2,1,1
GEN24_1027918,1,1,1,1
GEN24_1027943,1,1,0,1
GEN24_1027954,1,2,1,1
GEN24_1027962,1,1,0,1
GEN24_1027972,1,1,1,1
GEN24_1027986,1,2,1,1
GEN24_1027990,1,2,1,1
GEN24_1028015,1,1,1,0
GEN24_1028032,1,1,0,1
GEN24_1028053,1,1,1,1
GEN24_1028059,1,2,1,1
GEN24_1028071,1,1,1,0
GEN24_1028098,1,1,1,1
GEN24_1028143,1,1,1,0
GEN24_1028162,1,1,1,1
GEN24_1028167,1,1,1,1
GEN24_1028177,1,1,1,1
GEN24_1028199,1,2,1,0
GEN24_1028224,1,1,1,0
GEN24_1028250,1,1,1,0
GEN24_1028256,1,1,1,1
GEN24_1028276,1,1,1,1
GEN24_1028289,1,1,0,1
GEN24_1028309,1,3,1,1
GEN24_1028319,1,2,1,1
GEN24_1028324,1,1,1,1
GEN24_1028330,1,1,1,1
GEN24_1028335,1,2,1,1
GEN24_1028347,1,1,1,0
GEN24_1028361,1,1,0,1
GEN24_1028377,1,1,0,1
GEN24_1028390,1,1,1,1
GEN24_1028395,1,1,1,0
GEN24_1028417,1,2,1,1
GEN24_1028440,1,1,1,0
GEN24_1028441,1,1,1,0
GEN24_1028446,1,1,1,0
GEN24_1028485,1,1,1,1
GEN24_1028506,1,1,1,0
GEN24_1028510,1,1,1,0
GEN24_1028562,1,1,1,0
GEN24_1028581,1,1,1,1
GEN24_1028611,1,1,1,0
GEN24_1028635,1,1,1,0
GEN24_1028636,1,1,1,1
GEN24_1028648,1,1,0,1
GEN24_1028680,1,1,1,0
GEN24_1028684,1,1,1,1
GEN24_1028691,1,1,0,1
GEN24_1028745,1,1,1,1
GEN24_1028748,1,1,0,1
GEN24_1028755,1,1,0,1
GEN24_1028760,1,4,1,0
GEN24_1028769,1,6,1,1
GEN24_1028792,1,4,0,1
GEN24_1028793,1,1,1,0
GEN24_1028841,1,1,0,1
GEN24_1028862,1,2,0,1
GEN24_1028867,1,1,1,0
GEN24_1028887,1,1,0,1
GEN24_1028901,1,1,1,1
GEN24_1028916,1,1,1,0
GEN24_1028943,1,3,1,1
GEN24_1028970,1,1,1,0
GEN24_1028979,1,1,1,1
GEN24_1029001,1,1,1,1
GEN24_1029010,1,1,0,1
GEN24_1029018,1,1,1,1
GEN24_1029025,1,1,0,1
GEN24_1029042,1,1,0,1
GEN24_1029044,1,1,1,0
GEN24_1029057,1,1,0,1
GEN24_1029075,1,1,1,0
GEN24_1029084,1,1,0,1
GEN24_1029086,1,1,0,1
GEN24_1029114,1,1,1,0
GEN24_1029133,1,1,1,0
GEN24_1029139,1,1,1,0
GEN24_1029154,1,1,1,1
GEN24_1029176,1,2,0,1
GEN24_1029206,1,1,1,1
GEN24_1029271,1,1,1,1
GEN24_1029320,1,1,1,0
GEN24_1029333,1,2,1,1
GEN24_1029334,1,1,1,1
GEN24_1029356,1,1,1,1
GEN24_1029376,1,1,0,1
GEN24_1029387,1,2,0,1
GEN24_1029405,1,1,0,1
GEN24_1029492,1,2,1,1
GEN24_1029501,1,2,1,0
GEN24_1029509,1,1,1,0
GEN24_1029540,1,1,1,0
GEN24_1029543,1,2,1,1
GEN24_1029549,1,2,1,1
GEN24_1029554,1,1,1,0
GEN24_1029580,1,2,1,0
GEN24_1029598,1,1,1,0
GEN24_1029612,1,2,1,0
GEN24_1029637,1,2,1,1
GEN24_1029641,1,1,1,0
GEN24_1029688,1,2,1,0
GEN24_1029779,1,2,1,1
GEN24_1029847,1,1,1,1
GEN24_1029877,1,1,1,1
GEN24_1029950,1,6,1,1
GEN24_1029980,1,1,1,1
GEN24_1029989,1,1,1,0
GEN24_1029996,1,1,1,0
GEN24_1029999,1,1,1,1
GEN24_1030063,1,2,0,1
GEN24_1030064,1,1,0,1
GEN24_1030078,1,1,0,1
GEN24_1030122,1,1,0,1
GEN24_1030168,1,1,0,1
GEN24_1030183,1,1,0,1
GEN24_1030198,1,1,1,0
GEN24_1030199,1,3,1,1
GEN24_1030220,1,2,1,1
GEN24_1030224,1,1,0,1
GEN24_1030238,1,1,1,1
GEN24_1030270,1,1,1,0
GEN24_1030287,1,1,0,1
GEN24_1030310,1,1,1,0
GEN24_1030358,1,1,0,1
GEN24_1030380,1,1,0,1
GEN24_1030391,1,1,0,1
GEN24_1030441,1,1,0,1
GEN24_1030483,1,1,0,1
GEN24_1030539,1,1,1,0
GEN24_1030542,1,1,1,0
GEN24_1030546,1,1,1,0
GEN24_1030551,1,1,1,1
GEN24_1030571,1,1,0,1
GEN24_1030585,1,1,1,1
GEN24_1030586,1,1,0,1
GEN24_1030624,1,1,1,1
GEN24_1030630,1,1,1,1
GEN24_1030638,1,1,0,1
GEN24_1030645,1,1,0,1
GEN24_1030647,1,1,0,1
GEN24_1030661,1,1,1,0
GEN24_1030732,1,1,0,1
GEN24_1030738,1,1,1,0
GEN24_1030755,1,1,0,1
GEN24_1030761,1,1,0,1
GEN24_1030776,1,1,0,1
GEN24_1030800,1,1,1,1
GEN24_1030840,1,1,0,1
GEN24_1030894,1,1,1,0
GEN24_1030914,1,1,1,0
GEN24_1030918,1,1,0,1
GEN24_1030953,1,4,1,0
GEN24_1031003,1,1,0,1
GEN24_1031020,1,1,1,0
GEN24_1031050,1,1,1,1
GEN24_1031070,1,1,1,1
GEN24_1031075,1,1,1,0
GEN24_1031078,1,1,0,1
GEN24_1031081,1,3,1,1
GEN24_1031082,1,1,0,1
GEN24_1031114,1,1,1,1
GEN24_1031129,1,1,1,0
GEN24_1031172,1,1,0,1
GEN24_1031182,1,3,1,1
GEN24_1031242,1,1,1,1
GEN24_1031291,1,1,1,1
GEN24_1031305,1,7,1,1
GEN24_1031307,1,1,0,1
GEN24_1031314,1,1,0,1
GEN24_1031329,1,1,1,0
GEN24_1031414,1,1,0,1
GEN24_1031448,1,1,1,0
GEN24_1031449,1,1,0,1
GEN24_1031455,1,1,0,1
GEN24_1031479,1,1,0,1
GEN24_1031511,1,1,0,1
GEN24_1031520,1,1,0,1
GEN24_1031545,1,1,0,1
GEN24_1031566,1,1,1,0
GEN24_1031619,1,1,0,1
GEN24_1031630,1,1,1,0
GEN24_1031725,1,1,1,0
GEN24_1031801,1,1,1,0
GEN24_1031806,1,1,1,0
GEN24_1031840,1,1,1,0
GEN24_1031866,1,3,1,0
GEN24_1031869,1,1,1,1
GEN24_1031877,1,2,1,0
GEN24_1031890,1,1,0,1
GEN24_1031895,1,1,1,0
GEN24_1031905,1,1,1,0
GEN24_1031912,1,1,0,1
GEN24_1031918,1,2,1,1
GEN24_1031932,1,1,0,1
GEN24_1031983,1,2,1,1
GEN24_1032102,1,1,1,1
GEN24_1032135,1,1,1,0
GEN24_1032137,1,1,1,1
GEN24_1032165,1,2,1,1
GEN24_1032288,1,1,1,0
GEN24_1032322,1,1,1,1
GEN24_1032348,1,1,1,0
GEN24_1032359,1,4,1,0
GEN24_1032382,1,1,0,1
GEN24_1032421,1,2,1,1
GEN24_1032431,1,1,1,0
GEN24_1032437,1,2,1,1
GEN24_1032439,1,4,1,1
GEN24_1032456,1,1,1,0
GEN24_1032502,1,1,1,0
GEN24_1032506,1,1,0,1
GEN24_1032515,1,2,0,1
GEN24_1032541,1,1,1,0
GEN24_1032559,1,1,1,0
GEN24_1032599,1,1,0,1
GEN24_1032716,1,1,1,0
GEN24_1032726,1,2,1,1
GEN24_1032755,1,1,0,1
GEN24_1032766,1,1,0,1
GEN24_1032778,1,2,1,1
GEN24_1032800,1,1,1,0
GEN24_1032847,1,1,1,1
GEN24_1032874,1,1,0,1
GEN24_1032908,1,1,1,0
GEN24_1032913,1,1,1,0
GEN24_1032957,1,1,1,1
GEN24_1032966,1,1,0,1
GEN24_1033007,1,1,1,1
GEN24_1033010,1,2,1,1
GEN24_1033016,1,1,1,0
GEN24_1033019,1,1,0,1
GEN24_1033068,1,1,1,0
GEN24_1033074,1,1,1,0
GEN24_1033080,1,1,1,0
GEN24_1033100,1,1,1,1
GEN24_1033105,1,1,1,0
GEN24_1033132,1,5,1,1
GEN24_1033133,1,1,0,1
GEN24_1033151,1,2,1,0
GEN24_1033155,1,1,0,1
GEN24_1033173,1,1,1,0
GEN24_1033176,1,1,1,0
GEN24_1033183,1,1,1,0
GEN24_1033221,1,1,1,1
GEN24_1033258,1,3,1,1
GEN24_1033263,1,1,0,1
GEN24_1033266,1,1,1,0
GEN24_1033274,1,2,1,1
GEN24_1033312,1,2,1,1
GEN24_1033320,1,1,0,1
GEN24_1033332,1,1,1,1
GEN24_1033336,1,3,0,1
GEN24_1033338,1,1,0,1
GEN24_1033342,1,2,1,1
GEN24_1033354,1,1,1,0
GEN24_1033356,1,1,0,1
GEN24_1033361,1,1,1,0
GEN24_1033421,1,1,0,1
GEN24_1033438,1,1,0,1
GEN24_1033448,1,1,0,1
GEN24_1033452,1,1,1,0
GEN24_1033471,1,1,1,1
GEN24_1033481,1,1,1,1
GEN24_1033482,1,1,1,1
GEN24_1033486,1,2,1,1
GEN24_1033490,1,1,1,1
GEN24_1033493,1,1,0,1
GEN24_1033607,1,1,0,1
GEN24_1033679,1,1,1,0
GEN24_1033687,1,4,1,0
GEN24_1033693,1,1,1,0
GEN24_1033756,1,1,0,1
GEN24_1033788,1,2,1,1
GEN24_1033798,1,2,1,1
GEN24_1033816,1,1,0,1
GEN24_1033856,1,1,1,0
GEN24_1033890,1,1,1,0
GEN24_1033916,1,1,0,1
GEN24_1033917,1,1,1,0
GEN24_1033919,1,1,1,0
GEN24_1033922,1,1,1,1
GEN24_1033932,1,1,1,0
GEN24_1033974,1,1,1,0
GEN24_1034005,1,1,0,1
GEN24_1034031,1,1,1,1
GEN24_1034088,1,2,1,1
GEN24_1034099,1,2,1,1
GEN24_1034102,1,1,1,0
GEN24_1034103,1,1,1,1
GEN24_1034110,1,1,1,0
GEN24_1034113,1,1,0,1
GEN24_1034121,1,2,1,0
GEN24_1034122,1,1,0,1
GEN24_1034125,1,1,0,1
GEN24_1034131,1,3,1,0
GEN24_1034166,1,1,0,1
GEN24_1034173,1,1,1,0
GEN24_1034176,1,1,1,1
GEN24_1034205,1,1,0,1
GEN24_1034239,1,3,1,0
GEN24_1034286,1,2,1,1
GEN24_1034287,1,1,1,0
GEN24_1034319,1,1,1,1
GEN24_1034320,1,2,0,1
GEN24_1034331,1,1,1,1
GEN24_1034335,1,2,0,1
GEN24_1034338,1,1,1,1
GEN24_1034361,1,1,1,0
GEN24_1034412,1,1,1,1
GEN24_1034428,1,4,1,0
GEN24_1034432,1,1,1,0
GEN24_1034438,1,1,0,1
GEN24_1034451,1,1,0,1
GEN24_1034473,1,2,1,1
GEN24_1034493,1,1,0,1
GEN24_1034494,1,1,1,1
GEN24_1034506,1,1,1,0
GEN24_1034558,1,1,1,0
GEN24_1034562,1,1,1,0
GEN24_1034572,1,1,0,1
GEN24_1034574,1,1,0,1
GEN24_1034587,1,1,1,0
GEN24_1034590,1,1,1,0
GEN24_1034591,1,1,0,1
GEN24_1034600,1,4,0,1
GEN24_1034623,1,1,1,0
GEN24_1034677,1,4,1,1
GEN24_1034687,1,1,1,0
GEN24_1034713,1,3,1,1
GEN24_1034716,1,1,0,1
GEN24_1034726,1,1,1,1
GEN24_1034747,1,1,1,1
GEN24_1034771,1,1,1,1
GEN24_1034773,1,1,1,0
GEN24_1034778,1,1,0,1
GEN24_1034820,1,2,1,1
GEN24_1034831,1,1,1,0
GEN24_1034835,1,1,0,1
GEN24_1034839,1,1,1,1
GEN24_1034850,1,2,1,1
GEN24_1034858,1,1,1,1
GEN24_1034861,1,1,1,1
GEN24_1034872,1,1,0,1
GEN24_1034875,1,2,1,0
GEN24_1034882,1,1,1,0
GEN24_1034892,1,2,1,1
GEN24_1034896,1,2,0,1
GEN24_1034906,1,1,0,1
GEN24_1034909,1,2,0,1
GEN24_1034923,1,1,1,1
GEN24_1034924,1,2,1,1
GEN24_1034927,1,1,0,1
GEN24_1034930,1,1,0,1
GEN24_1034935,1,1,1,0
GEN24_1034940,1,1,1,1
GEN24_1034981,1,1,0,1
GEN24_1034991,1,1,0,1
GEN24_1034999,1,2,1,1
GEN24_1035008,1,1,1,0
GEN24_1035043,1,1,0,1
GEN24_1035046,1,1,0,1
GEN24_1035070,1,1,1,0
GEN24_1035082,1,1,1,1
GEN24_1035087,1,2,1,1
GEN24_1035089,1,1,0,1
GEN24_1035103,1,1,1,0
GEN24_1035107,1,1,1,0
GEN24_1035114,1,3,1,1
GEN24_1035127,1,1,1,0
GEN24_1035168,1,1,1,0
GEN24_1035176,1,2,1,0
GEN24_1035196,1,1,0,1
GEN24_1035205,1,1,1,0
GEN24_1035217,1,1,0,1
GEN24_1035222,1,1,1,0
GEN24_1035242,1,1,0,1
GEN24_1035244,1,2,1,1
GEN24_1035255,1,1,0,1
GEN24_1035259,1,2,1,1
GEN24_1035270,1,1,0,1
GEN24_1035271,1,1,1,0
GEN24_1035274,1,1,0,1
GEN24_1035281,1,2,0,1
GEN24_1035286,1,2,1,1
GEN24_1035294,1,1,0,1
GEN24_1035313,1,1,0,1
GEN24_1035316,1,1,0,1
GEN24_1035338,1,1,1,0
GEN24_1035363,1,2,1,1
GEN24_1035367,1,1,1,1
GEN24_1035381,1,3,1,1
GEN24_1035412,1,1,0,1
GEN24_1035433,1,1,1,0
GEN24_1035468,1,2,0,1
GEN24_1035509,1,1,1,0
GEN24_1035539,1,1,0,1
GEN24_1035546,1,1,0,1
GEN24_1035556,1,2,1,1
GEN24_1035600,1,4,1,0
GEN24_1035608,1,1,0,1
GEN24_1035625,1,1,1,1
GEN24_1035645,1,2,1,0
GEN24_1035695,1,1,1,1
GEN24_1035721,1,1,0,1
GEN24_1035726,1,1,1,1
GEN24_1035743,1,2,1,1
GEN24_1035747,1,2,1,0
GEN24_1035764,1,1,0,1
GEN24_1035773,1,1,0,1
GEN24_1035779,1,1,0,1
GEN24_1035782,1,1,1,0
GEN24_1035800,1,3,0,1
GEN24_1035801,1,1,1,1
GEN24_1035821,1,2,1,0
GEN24_1035828,1,2,1,0
GEN24_1035830,1,1,1,0
GEN24_1035859,1,1,0,1
GEN24_1035871,1,1,1,1
GEN24_1035872,1,1,1,1
GEN24_1035876,1,1,1,0
GEN24_1035887,1,1,1,0
GEN24_1035889,1,1,1,0
GEN24_1035913,1,1,0,1
GEN24_1035919,1,1,0,1
GEN24_1035933,1,1,1,0
GEN24_1035973,1,2,1,1
GEN24_1035974,1,1,1,0
GEN24_1036023,1,1,0,1
GEN24_1036049,1,2,1,1
GEN24_1036104,1,1,1,1
GEN24_1036105,1,2,1,0
GEN24_1036161,1,1,1,0
GEN24_1036164,1,1,1,1
GEN24_1036183,1,1,1,1
GEN24_1036198,1,1,1,1
GEN24_1036203,1,1,1,1
GEN24_1036206,1,1,1,1
GEN24_1036220,1,1,1,0
GEN24_1036227,1,1,1,1
GEN24_1036270,1,1,1,1
GEN24_1036275,1,1,1,0
GEN24_1036293,1,1,1,1
GEN24_1036302,1,1,1,1
GEN24_1036327,1,1,1,0
GEN24_1036346,1,1,1,1
GEN24_1036502,1,1,1,1
GEN24_1036524,1,2,1,1
GEN24_1036530,1,2,1,0
GEN24_1036561,1,1,0,1
GEN24_1036573,1,1,0,1
GEN24_1036619,1,1,0,1
GEN24_1036647,1,1,1,1
GEN24_1036720,1,3,1,1
GEN24_1036738,1,2,0,1
GEN24_1036869,1,1,0,1
GEN24_1036887,1,1,0,1
GEN24_1036905,1,1,1,0
GEN24_1036917,1,1,1,1
GEN24_1036946,1,1,1,0
GEN24_1036949,1,1,1,0
GEN24_1036992,1,2,1,1
GEN24_1037041,1,1,0,1
GEN24_1037060,1,1,1,0
GEN24_1037064,1,2,1,1
GEN24_1037123,1,1,1,1
GEN24_1037137,1,1,0,1
GEN24_1037156,1,1,0,1
GEN24_1037166,1,1,0,1
GEN24_1037167,1,1,1,1
GEN24_1037174,1,1,1,0
GEN24_1037182,1,1,1,1
GEN24_1037191,1,1,1,0
GEN24_1037196,1,1,1,0
GEN24_1037233,1,1,1,0
GEN24_1037261,1,1,0,1
GEN24_1037263,1,1,1,1
GEN24_1037297,1,1,1,1
GEN24_1037310,1,1,1,1
GEN24_1037317,1,1,0,1
GEN24_1037329,1,3,1,1
GEN24_1037345,1,2,1,1
GEN24_1037349,1,1,1,1
GEN24_1037373,1,1,0,1
GEN24_1037399,1,1,0,1
GEN24_1037412,1,1,1,0
GEN24_1037414,1,6,1,1
GEN24_1037423,1,2,1,1
GEN24_1037427,1,1,0,1
GEN24_1037431,1,1,0,1
GEN24_1037459,1,1,1,0
GEN24_1037483,1,1,1,1
GEN24_1037494,1,1,1,1
GEN24_1037495,1,1,1,0
GEN24_1037502,1,1,0,1
GEN24_1037584,1,1,1,0
GEN24_1037595,1,1,0,1
GEN24_1037618,1,1,1,0
GEN24_1037653,1,4,1,1
GEN24_1037655,1,1,0,1
GEN24_1037696,1,3,1,0
GEN24_1037763,1,1,1,1
GEN24_1037782,1,1,1,0
GEN24_1037823,1,1,1,0
GEN24_1037888,1,1,1,1
GEN24_1037895,1,2,1,0
GEN24_1037913,1,2,1,1
GEN24_1037932,1,1,1,0
GEN24_1037953,1,1,0,1
GEN24_1037959,1,1,0,1
GEN24_1037966,1,1,1,0
GEN24_1037985,1,1,1,1
GEN24_1037997,1,1,0,1
GEN24_1038000,1,1,1,1
GEN24_1038044,1,1,1,1
GEN24_1038068,1,1,1,1
GEN24_1038102,1,2,1,0
GEN24_1038114,1,1,0,1
GEN24_1038166,1,1,1,0
GEN24_1038168,1,2,1,0
GEN24_1038193,1,4,1,0
GEN24_1038254,1,1,1,0
GEN24_1038256,1,1,0,1
GEN24_1038285,1,1,1,0
GEN24_1038295,1,1,0,1
GEN24_1038318,1,1,1,0
GEN24_1038335,1,1,1,1
GEN24_1038374,1,1,1,0
GEN24_1038378,1,1,1,0
GEN24_1038394,1,1,0,1
GEN24_1038395,1,1,0,1
GEN24_1038397,1,1,1,1
GEN24_1038400,1,1,1,0
GEN24_1038404,1,3,1,0
GEN24_1038438,1,1,1,1
GEN24_1038498,1,1,1,0
GEN24_1038513,1,1,0,1
GEN24_1038540,1,1,1,1
GEN24_1038575,1,1,1,0
GEN24_1038628,1,1,0,1
GEN24_1038632,1,1,1,0
GEN24_1038667,1,5,1,1
GEN24_1038714,1,5,1,1
GEN24_1038731,1,1,1,0
GEN24_1038751,1,1,1,1
GEN24_1038781,1,1,1,1
GEN24_1038802,1,1,1,0
GEN24_1038804,1,1,1,0
GEN24_1038815,1,4,1,0
GEN24_1038845,1,4,1,1
GEN24_1038902,1,1,0,1
GEN24_1038903,1,1,1,1
GEN24_1038914,1,1,1,0
GEN24_1038936,1,3,1,1
GEN24_1038957,1,1,0,1
GEN24_1038982,1,1,1,1
GEN24_1038991,1,2,1,1
GEN24_1039033,1,1,0,1
GEN24_1039069,1,1,1,0
GEN24_1039082,1,1,1,1
GEN24_1039097,1,4,1,1
GEN24_1039099,1,1,0,1
GEN24_1039127,1,2,1,0
GEN24_1039130,1,1,1,0
GEN24_1039142,1,1,1,0
GEN24_1039251,1,1,1,0
GEN24_1039280,1,1,1,1
GEN24_1039281,1,1,1,0
GEN24_1039312,1,1,0,1
GEN24_1039361,1,1,1,0
GEN24_1039428,1,1,1,0
GEN24_1039447,1,1,1,1
GEN24_1039456,1,1,1,0
GEN24_1039467,1,1,0,1
GEN24_1039471,1,1,0,1
GEN24_1039474,1,1,0,1
GEN24_1039508,1,2,1,1
GEN24_1039516,1,1,1,0
GEN24_1039530,1,1,1,0
GEN24_1039558,1,1,1,0
GEN24_1039561,1,2,1,1
GEN24_1039634,1,1,0,1
GEN24_1039669,1,1,1,0
GEN24_1039671,1,1,1,0
GEN24_1039692,1,1,1,1
GEN24_1039696,1,1,1,1
GEN24_1039737,1,4,1,0
GEN24_1039741,1,1,1,1
GEN24_1039744,1,1,1,0
GEN24_1039750,1,1,1,1
GEN24_1039768,1,1,1,1
GEN24_1039792,1,1,1,0
GEN24_1039794,1,5,1,1
GEN24_1039807,1,1,1,0
GEN24_1039883,1,2,1,0
GEN24_1039890,1,1,0,1
GEN24_1039939,1,2,0,1
GEN24_1039983,1,1,1,0
GEN24_1039995,1,1,1,0
GEN24_1040001,1,1,0,1
GEN24_1040010,1,4,1,0
GEN24_1040011,1,1,1,0
GEN24_1040022,1,1,1,1
GEN24_1040027,1,2,1,0
GEN24_1040050,1,1,0,1
GEN24_1040101,1,1,1,0
GEN24_1040111,1,1,1,0
GEN24_1040129,1,1,1,0
GEN24_1040130,1,1,1,0
GEN24_1040183,1,1,0,1
GEN24_1040205,1,2,1,1
GEN24_1040208,1,1,1,1
GEN24_1040229,1,4,1,0
GEN24_1040230,1,1,1,0
GEN24_1040245,1,1,1,1
GEN24_1040251,1,1,0,1
GEN24_1040252,1,1,1,0
GEN24_1040277,1,1,1,1
GEN24_1040282,1,1,1,1
GEN24_1040320,1,1,0,1
GEN24_1040340,1,2,1,1
GEN24_1040369,1,1,1,0
GEN24_1040380,1,1,0,1
GEN24_1040467,1,5,1,0
GEN24_1040484,1,1,1,0
GEN24_1040515,1,1,1,0
GEN24_1040529,1,1,1,1
GEN24_1040560,1,1,1,0
GEN24_1040615,1,1,0,1
GEN24_1040655,1,3,1,1
GEN24_1040659,1,1,1,0
GEN24_1040660,1,2,1,0
GEN24_1040667,1,1,1,0
GEN24_1040688,1,1,1,0
GEN24_1040694,1,2,1,1
GEN24_1040703,1,2,1,0
GEN24_1040704,1,2,1,0
GEN24_1040705,1,2,1,0
GEN24_1040709,1,1,1,1
GEN24_1040714,1,1,1,0
GEN24_1040751,1,1,1,1
GEN24_1040767,1,1,1,0
GEN24_1040785,1,1,1,0
GEN24_1040789,1,1,0,1
GEN24_1040791,1,1,1,0
GEN24_1040803,1,1,1,0
GEN24_1040812,1,3,1,1
GEN24_1040825,1,1,1,0
GEN24_1040835,1,1,1,0
GEN24_1040843,1,1,1,0
GEN24_1040862,1,1,1,0
GEN24_1040863,1,1,1,0
GEN24_1040871,1,1,0,1
GEN24_1040878,1,1,1,1
GEN24_1040891,1,2,0,1
GEN24_1040894,1,1,1,1
GEN24_1040895,1,1,1,0
GEN24_1040900,1,1,0,1
GEN24_1040908,1,2,1,1
GEN24_1040914,1,1,1,1
GEN24_1040929,1,1,1,0
GEN24_1040931,1,1,1,0
GEN24_1040943,1,3,1,1
GEN24_1040948,1,1,0,1
GEN24_1040986,1,1,1,0
GEN24_1040988,1,1,0,1
GEN24_1040993,1,1,1,1
GEN24_1041008,1,5,1,1
GEN24_1041018,1,1,1,0
GEN24_1041021,1,1,0,1
GEN24_1041045,1,1,0,1
GEN24_1041079,1,1,0,1
GEN24_1041080,1,1,1,1
GEN24_1041094,1,1,1,0
GEN24_1041099,1,3,1,1
GEN24_1041134,1,1,1,1
